Height 1,Reach 1,Age 1,Knockdowns PM 1,Gets Knocked Down PM 1,Sig Strikes Landed PM 1,Sig Strikes Attempted PM 1,Sig Strikes Absorbed PM 1,Strikes Landed PM 1,Strikes Attempted PM 1,Strikes Absorbed PM 1,Strike Accuracy 1,Takedowns PM 1,Takedown Attempts PM 1,Gets Taken Down PM 1,Submission Attempts PM 1,Clinch Strikes PM 1,Clinch Strikes Taken PM 1,Grounds Strikes PM 1,Ground Strikes Taken PM 1,Height 2,Reach 2,Age 2,Knockdowns PM 2,Gets Knocked Down PM 2,Sig Strikes Landed PM 2,Sig Strikes Attempted PM 2,Sig Strikes Absorbed PM 2,Strikes Landed PM 2,Strikes Attempted PM 2,Strikes Absorbed PM 2,Strike Accuracy 2,Takedowns PM 2,Takedown Attempts PM 2,Gets Taken Down PM 2,Submission Attempts PM 2,Clinch Strikes PM 2,Clinch Strikes Taken PM 2,Grounds Strikes PM 2,Ground Strikes Taken PM 2,Win,Loss,Draw
193.0,80.0,31.0,0.0305,0.0,4.7585,10.3101,4.5145,6.6802,12.4759,5.3991,0.5355,0.2135,0.366,0.0305,0.0,0.3965,0.3355,0.8236,0.2135,188.0,76.0,35.0,0.0,0.0708,2.2995,5.8019,3.0071,2.4764,5.9788,3.1132,0.4142,0.2123,0.4599,0.0,0.1061,0.4245,0.3892,0.0354,0.3892,1.0,0.0,0.0
188.0,76.0,35.0,0.0,0.0708,2.2995,5.8019,3.0071,2.4764,5.9788,3.1132,0.4142,0.2123,0.4599,0.0,0.1061,0.4245,0.3892,0.0354,0.3892,193.0,80.0,31.0,0.0305,0.0,4.7585,10.3101,4.5145,6.6802,12.4759,5.3991,0.5355,0.2135,0.366,0.0305,0.0,0.3965,0.3355,0.8236,0.2135,0.0,1.0,0.0
177.8,71.0,30.0,0.0,0.0,3.3422,10.9178,2.2599,8.0849,16.3289,2.6419,0.4951,0.1273,0.4138,0.0318,0.0955,0.0,0.0,0.7958,0.0955,175.3,71.0,28.0,0.0521,0.0174,3.4231,7.4718,3.3362,4.5873,8.6881,4.4309,0.528,0.1564,0.3301,0.0348,0.0869,0.5039,0.3475,0.2433,0.1216,0.0,1.0,0.0
175.3,71.0,28.0,0.0521,0.0174,3.4231,7.4718,3.3362,4.5873,8.6881,4.4309,0.528,0.1564,0.3301,0.0348,0.0869,0.5039,0.3475,0.2433,0.1216,177.8,71.0,30.0,0.0,0.0,3.3422,10.9178,2.2599,8.0849,16.3289,2.6419,0.4951,0.1273,0.4138,0.0318,0.0955,0.0,0.0,0.7958,0.0955,1.0,0.0,0.0
170.2,69.0,30.0,0.0369,0.0,3.4338,11.52,4.2462,3.7292,11.8154,4.5415,0.3156,0.0369,0.1292,0.0369,0.0,0.1846,0.3508,0.0738,0.3692,170.2,68.0,35.0,0.0202,0.0,2.7465,6.5836,2.5042,3.5342,7.654,3.3928,0.4617,0.0808,0.2423,0.0606,0.0,0.0404,0.3231,0.4039,0.3433,1.0,0.0,0.0
170.2,68.0,35.0,0.0202,0.0,2.7465,6.5836,2.5042,3.5342,7.654,3.3928,0.4617,0.0808,0.2423,0.0606,0.0,0.0404,0.3231,0.4039,0.3433,170.2,69.0,30.0,0.0369,0.0,3.4338,11.52,4.2462,3.7292,11.8154,4.5415,0.3156,0.0369,0.1292,0.0369,0.0,0.1846,0.3508,0.0738,0.3692,0.0,1.0,0.0
167.6,70.0,27.0,0.0169,0.0,4.5985,13.1023,2.9079,5.8833,14.4041,3.415,0.4085,0.1014,0.1352,0.0,0.0169,0.1183,0.0845,0.1183,0.0169,167.6,67.0,35.0,0.014,0.0,2.7292,7.2638,2.7852,3.1491,7.7257,3.0371,0.4076,0.056,0.3219,0.07,0.014,0.3359,0.2239,0.5178,0.014,1.0,0.0,0.0
167.6,67.0,35.0,0.014,0.0,2.7292,7.2638,2.7852,3.1491,7.7257,3.0371,0.4076,0.056,0.3219,0.07,0.014,0.3359,0.2239,0.5178,0.014,167.6,70.0,27.0,0.0169,0.0,4.5985,13.1023,2.9079,5.8833,14.4041,3.415,0.4085,0.1014,0.1352,0.0,0.0169,0.1183,0.0845,0.1183,0.0169,0.0,1.0,0.0
170.2,70.0,27.0,0.025,0.0,2.9006,7.5766,2.3005,3.6008,8.3642,3.7133,0.4305,0.0625,0.1125,0.05,0.0125,0.1125,0.3126,0.4626,0.2501,172.7,71.0,32.0,0.029,0.0,2.697,5.5389,1.566,4.6109,7.4819,2.871,0.6163,0.145,0.464,0.145,0.145,0.377,0.145,0.783,0.116,1.0,0.0,0.0
172.7,71.0,32.0,0.029,0.0,2.697,5.5389,1.566,4.6109,7.4819,2.871,0.6163,0.145,0.464,0.145,0.145,0.377,0.145,0.783,0.116,170.2,70.0,27.0,0.025,0.0,2.9006,7.5766,2.3005,3.6008,8.3642,3.7133,0.4305,0.0625,0.1125,0.05,0.0125,0.1125,0.3126,0.4626,0.2501,0.0,1.0,0.0
172.7,71.0,29.0,0.0434,0.0,3.708,8.3484,2.9924,5.3343,10.6252,3.9682,0.502,0.2602,0.412,0.0867,0.0651,0.1735,0.1301,0.5638,0.6072,172.7,70.0,30.0,0.0247,0.0,3.9786,7.2158,2.0758,5.3624,8.7727,2.9654,0.6113,0.1977,0.2224,0.6672,0.0494,1.2356,0.2718,1.3839,0.4695,0.0,1.0,0.0
172.7,70.0,30.0,0.0247,0.0,3.9786,7.2158,2.0758,5.3624,8.7727,2.9654,0.6113,0.1977,0.2224,0.6672,0.0494,1.2356,0.2718,1.3839,0.4695,172.7,71.0,29.0,0.0434,0.0,3.708,8.3484,2.9924,5.3343,10.6252,3.9682,0.502,0.2602,0.412,0.0867,0.0651,0.1735,0.1301,0.5638,0.6072,1.0,0.0,0.0
182.9,76.0,24.0,0.0,0.0,2.694,5.8849,2.7986,3.9233,7.245,6.8003,0.5415,0.3139,0.5493,0.0523,0.1046,0.3923,0.8108,0.9677,0.837,185.4,72.0,36.0,0.0,0.0143,1.6,3.6714,1.6143,3.6143,6.1714,2.3714,0.5856,0.2,0.5714,0.0,0.0286,0.2,0.1,0.7429,0.1714,1.0,0.0,0.0
185.4,72.0,36.0,0.0,0.0143,1.6,3.6714,1.6143,3.6143,6.1714,2.3714,0.5856,0.2,0.5714,0.0,0.0286,0.2,0.1,0.7429,0.1714,182.9,76.0,24.0,0.0,0.0,2.694,5.8849,2.7986,3.9233,7.245,6.8003,0.5415,0.3139,0.5493,0.0523,0.1046,0.3923,0.8108,0.9677,0.837,0.0,1.0,0.0
182.9,74.0,38.0,0.02,0.02,2.7146,5.988,2.3553,6.0679,9.7206,3.9521,0.6242,0.1198,0.4391,0.0798,0.1198,0.479,0.2595,0.6387,0.3992,180.3,75.0,26.0,0.0,0.0468,2.1997,3.6037,1.0296,3.8846,5.5694,3.1357,0.6975,0.468,0.6084,0.0936,0.468,0.234,0.2808,1.5445,0.4212,1.0,0.0,0.0
180.3,75.0,26.0,0.0,0.0468,2.1997,3.6037,1.0296,3.8846,5.5694,3.1357,0.6975,0.468,0.6084,0.0936,0.468,0.234,0.2808,1.5445,0.4212,182.9,74.0,38.0,0.02,0.02,2.7146,5.988,2.3553,6.0679,9.7206,3.9521,0.6242,0.1198,0.4391,0.0798,0.1198,0.479,0.2595,0.6387,0.3992,0.0,1.0,0.0
172.7,71.0,32.0,0.0,0.0649,2.316,7.7056,2.6623,3.5065,9.026,4.0476,0.3885,0.1299,0.4113,0.0866,0.0866,0.1948,0.5195,0.3896,0.4978,177.8,71.0,25.0,0.025,0.0499,2.2463,6.1398,2.9451,4.1431,8.1115,3.7937,0.5108,0.0,0.0,0.1248,0.1248,0.7737,0.9734,0.1498,0.9235,0.0,1.0,0.0
177.8,71.0,25.0,0.025,0.0499,2.2463,6.1398,2.9451,4.1431,8.1115,3.7937,0.5108,0.0,0.0,0.1248,0.1248,0.7737,0.9734,0.1498,0.9235,172.7,71.0,32.0,0.0,0.0649,2.316,7.7056,2.6623,3.5065,9.026,4.0476,0.3885,0.1299,0.4113,0.0866,0.0866,0.1948,0.5195,0.3896,0.4978,1.0,0.0,0.0
188.0,76.0,32.0,0.0208,0.0208,2.1473,4.5031,1.7929,2.9395,5.5038,3.5233,0.5341,0.2502,0.417,0.0208,0.0,0.1459,0.542,0.5629,0.1668,185.4,75.0,26.0,0.0333,0.0,3.55,8.5333,2.5167,8.3667,14.5333,5.45,0.5757,0.0833,0.2833,0.1667,0.0667,0.3833,0.4,0.75,0.6667,1.0,0.0,0.0
185.4,75.0,26.0,0.0333,0.0,3.55,8.5333,2.5167,8.3667,14.5333,5.45,0.5757,0.0833,0.2833,0.1667,0.0667,0.3833,0.4,0.75,0.6667,188.0,76.0,32.0,0.0208,0.0208,2.1473,4.5031,1.7929,2.9395,5.5038,3.5233,0.5341,0.2502,0.417,0.0208,0.0,0.1459,0.542,0.5629,0.1668,0.0,1.0,0.0
190.5,82.0,35.0,0.1357,0.0,4.6947,8.5482,2.0896,5.7259,9.6608,3.6092,0.5927,0.0,0.0,0.1357,0.1085,0.2714,0.4071,0.787,0.2714,182.9,75.0,29.0,0.0297,0.0,3.8911,7.1584,2.7921,4.8416,8.2277,3.7723,0.5884,0.0594,0.2079,0.0297,0.0,0.802,1.099,0.8614,0.0,1.0,0.0,0.0
182.9,75.0,29.0,0.0297,0.0,3.8911,7.1584,2.7921,4.8416,8.2277,3.7723,0.5884,0.0594,0.2079,0.0297,0.0,0.802,1.099,0.8614,0.0,190.5,82.0,35.0,0.1357,0.0,4.6947,8.5482,2.0896,5.7259,9.6608,3.6092,0.5927,0.0,0.0,0.1357,0.1085,0.2714,0.4071,0.787,0.2714,0.0,1.0,0.0
180.3,73.0,30.0,0.0,0.0,2.4833,5.0667,2.05,5.7167,8.5167,4.1167,0.6712,0.1333,0.2833,0.0833,0.05,0.2167,0.2333,0.7667,0.2,167.6,64.0,32.0,0.0284,0.0,3.8014,11.0071,3.2057,4.9362,12.227,3.7163,0.4037,0.0284,0.0851,0.0851,0.0567,0.3121,0.5674,0.7092,0.0851,1.0,0.0,0.0
167.6,64.0,32.0,0.0284,0.0,3.8014,11.0071,3.2057,4.9362,12.227,3.7163,0.4037,0.0284,0.0851,0.0851,0.0567,0.3121,0.5674,0.7092,0.0851,180.3,73.0,30.0,0.0,0.0,2.4833,5.0667,2.05,5.7167,8.5167,4.1167,0.6712,0.1333,0.2833,0.0833,0.05,0.2167,0.2333,0.7667,0.2,0.0,1.0,0.0
167.6,70.0,31.0,0.0,0.0167,5.5,12.1333,5.0833,6.45,13.1,8.9333,0.4924,0.0167,0.0167,0.3,0.0167,0.0667,0.35,0.1333,1.4833,167.6,66.0,31.0,0.027,0.0,1.9172,4.1314,2.1602,8.5599,10.7741,3.2943,0.7945,0.108,0.27,0.162,0.108,0.9181,0.5671,0.135,0.378,0.0,1.0,0.0
167.6,66.0,31.0,0.027,0.0,1.9172,4.1314,2.1602,8.5599,10.7741,3.2943,0.7945,0.108,0.27,0.162,0.108,0.9181,0.5671,0.135,0.378,167.6,70.0,31.0,0.0,0.0167,5.5,12.1333,5.0833,6.45,13.1,8.9333,0.4924,0.0167,0.0167,0.3,0.0167,0.0667,0.35,0.1333,1.4833,1.0,0.0,0.0
177.8,73.0,28.0,0.0531,0.0,3.4218,7.878,2.8382,4.0584,8.5146,4.0318,0.4766,0.0531,0.0796,0.1061,0.0,1.061,0.3714,0.3448,1.2732,175.3,71.0,31.0,0.0823,0.0274,3.7877,8.3166,1.9488,4.3916,8.9204,2.9918,0.4923,0.0,0.0274,0.1921,0.0,0.3843,0.0549,0.4392,0.0,1.0,0.0,0.0
175.3,71.0,31.0,0.0823,0.0274,3.7877,8.3166,1.9488,4.3916,8.9204,2.9918,0.4923,0.0,0.0274,0.1921,0.0,0.3843,0.0549,0.4392,0.0,177.8,73.0,28.0,0.0531,0.0,3.4218,7.878,2.8382,4.0584,8.5146,4.0318,0.4766,0.0531,0.0796,0.1061,0.0,1.061,0.3714,0.3448,1.2732,0.0,1.0,0.0
177.8,72.0,32.0,0.0,0.05,2.5333,8.6333,4.3167,3.5333,9.85,5.35,0.3587,0.0667,0.5333,0.05,0.0,0.35,0.8333,0.6833,0.45,177.8,73.0,25.0,0.0249,0.0,2.3701,6.6362,1.0728,4.4906,9.4553,1.422,0.4749,0.2245,0.3493,0.0499,0.0499,0.0998,0.0499,1.1476,0.2744,0.0,1.0,0.0
177.8,73.0,25.0,0.0249,0.0,2.3701,6.6362,1.0728,4.4906,9.4553,1.422,0.4749,0.2245,0.3493,0.0499,0.0499,0.0998,0.0499,1.1476,0.2744,177.8,72.0,32.0,0.0,0.05,2.5333,8.6333,4.3167,3.5333,9.85,5.35,0.3587,0.0667,0.5333,0.05,0.0,0.35,0.8333,0.6833,0.45,1.0,0.0,0.0
182.9,72.0,35.0,0.0,0.0179,3.4894,11.8282,2.8989,4.8136,13.385,3.7757,0.3596,0.1074,0.6442,0.0716,0.0,0.2326,0.501,0.0537,0.2505,175.3,71.0,36.0,0.0847,0.0,2.9633,6.604,2.8504,5.5033,9.3133,3.7253,0.5909,0.0564,0.1976,0.0847,0.0,0.2822,0.5927,0.3669,0.1129,0.0,1.0,0.0
175.3,71.0,36.0,0.0847,0.0,2.9633,6.604,2.8504,5.5033,9.3133,3.7253,0.5909,0.0564,0.1976,0.0847,0.0,0.2822,0.5927,0.3669,0.1129,182.9,72.0,35.0,0.0,0.0179,3.4894,11.8282,2.8989,4.8136,13.385,3.7757,0.3596,0.1074,0.6442,0.0716,0.0,0.2326,0.501,0.0537,0.2505,1.0,0.0,0.0
167.6,66.0,27.0,0.0505,0.0758,5.1053,10.0842,3.3867,8.6436,14.1281,4.524,0.6118,0.2527,0.5307,0.0505,0.1264,1.2131,1.2131,2.2241,0.4802,175.3,71.0,27.0,0.0,0.022,3.8476,6.6398,3.4078,8.4207,11.8945,4.2433,0.7079,0.4617,0.9234,0.0,0.1319,0.2858,0.2199,1.4731,0.1979,1.0,0.0,0.0
175.3,71.0,27.0,0.0,0.022,3.8476,6.6398,3.4078,8.4207,11.8945,4.2433,0.7079,0.4617,0.9234,0.0,0.1319,0.2858,0.2199,1.4731,0.1979,167.6,66.0,27.0,0.0505,0.0758,5.1053,10.0842,3.3867,8.6436,14.1281,4.524,0.6118,0.2527,0.5307,0.0505,0.1264,1.2131,1.2131,2.2241,0.4802,0.0,1.0,0.0
185.4,76.0,32.0,0.0464,0.0464,3.2031,6.7544,3.8066,5.617,9.2843,5.2921,0.605,0.1161,0.2553,0.1393,0.0232,0.5571,0.9284,1.1141,1.323,180.3,74.0,43.0,0.0178,0.0355,2.4519,5.2946,3.0915,3.9266,6.8049,5.2946,0.577,0.0355,0.1244,0.1066,0.0178,0.9239,0.4975,0.3376,0.8351,0.0,1.0,0.0
180.3,74.0,43.0,0.0178,0.0355,2.4519,5.2946,3.0915,3.9266,6.8049,5.2946,0.577,0.0355,0.1244,0.1066,0.0178,0.9239,0.4975,0.3376,0.8351,185.4,76.0,32.0,0.0464,0.0464,3.2031,6.7544,3.8066,5.617,9.2843,5.2921,0.605,0.1161,0.2553,0.1393,0.0232,0.5571,0.9284,1.1141,1.323,1.0,0.0,0.0
170.2,73.0,30.0,0.0,0.038,3.4177,7.0253,2.962,4.7468,8.3544,5.1646,0.5682,0.038,0.1139,0.0759,0.0759,0.1519,0.0759,0.8354,0.6835,180.3,70.0,27.0,0.0,0.0,3.767,8.7478,3.4322,6.6132,11.6986,5.6296,0.5653,0.0419,0.2093,0.2302,0.1046,1.6324,1.0045,0.1046,0.6488,1.0,0.0,0.0
180.3,70.0,27.0,0.0,0.0,3.767,8.7478,3.4322,6.6132,11.6986,5.6296,0.5653,0.0419,0.2093,0.2302,0.1046,1.6324,1.0045,0.1046,0.6488,170.2,73.0,30.0,0.0,0.038,3.4177,7.0253,2.962,4.7468,8.3544,5.1646,0.5682,0.038,0.1139,0.0759,0.0759,0.1519,0.0759,0.8354,0.6835,0.0,1.0,0.0
190.5,77.0,38.0,0.1073,0.0537,3.1664,7.1377,2.8444,5.7424,10.3041,2.9517,0.5573,0.0537,0.322,0.161,0.2147,0.805,0.644,0.3757,0.322,182.9,73.0,38.0,0.0237,0.0237,2.4199,5.7414,4.9348,3.9146,7.331,6.1447,0.534,0.0474,0.2372,0.1661,0.0,0.4745,1.376,0.5694,0.261,0.0,1.0,0.0
182.9,73.0,38.0,0.0237,0.0237,2.4199,5.7414,4.9348,3.9146,7.331,6.1447,0.534,0.0474,0.2372,0.1661,0.0,0.4745,1.376,0.5694,0.261,190.5,77.0,38.0,0.1073,0.0537,3.1664,7.1377,2.8444,5.7424,10.3041,2.9517,0.5573,0.0537,0.322,0.161,0.2147,0.805,0.644,0.3757,0.322,1.0,0.0,0.0
180.3,75.0,34.0,0.0,0.0251,2.3338,5.6462,3.8896,3.9147,7.2522,7.0013,0.5398,0.0502,0.1004,0.2008,0.0251,0.5019,0.8783,0.0753,1.1041,185.4,76.0,34.0,0.0486,0.0,4.4211,7.2389,1.5061,5.6356,8.502,2.5263,0.6629,0.2429,0.3887,0.0486,0.1457,0.3887,0.1943,1.5547,0.1943,1.0,0.0,0.0
185.4,76.0,34.0,0.0486,0.0,4.4211,7.2389,1.5061,5.6356,8.502,2.5263,0.6629,0.2429,0.3887,0.0486,0.1457,0.3887,0.1943,1.5547,0.1943,180.3,75.0,34.0,0.0,0.0251,2.3338,5.6462,3.8896,3.9147,7.2522,7.0013,0.5398,0.0502,0.1004,0.2008,0.0251,0.5019,0.8783,0.0753,1.1041,0.0,1.0,0.0
185.4,73.0,31.0,0.0685,0.0,5.5511,10.3484,3.084,6.5106,11.4106,3.4266,0.5706,0.1028,0.1713,0.0343,0.0685,0.2056,0.1371,0.8909,0.0343,180.3,75.0,28.0,0.0762,0.0,3.6404,10.2732,3.2402,3.6976,10.3304,4.46,0.3579,0.0762,0.0953,0.0572,0.0,0.2287,0.0953,0.0,0.0762,1.0,0.0,0.0
180.3,75.0,28.0,0.0762,0.0,3.6404,10.2732,3.2402,3.6976,10.3304,4.46,0.3579,0.0762,0.0953,0.0572,0.0,0.2287,0.0953,0.0,0.0762,185.4,73.0,31.0,0.0685,0.0,5.5511,10.3484,3.084,6.5106,11.4106,3.4266,0.5706,0.1028,0.1713,0.0343,0.0685,0.2056,0.1371,0.8909,0.0343,0.0,1.0,0.0
172.7,70.0,29.0,0.0268,0.0,2.3036,6.1875,1.3125,4.6875,9.0536,2.4375,0.5178,0.2143,0.4018,0.0536,0.0804,0.2679,0.1875,1.1786,0.1071,177.8,70.0,25.0,0.0454,0.0,2.3837,5.6527,1.2259,3.6322,7.1964,1.9069,0.5047,0.5448,1.1124,0.0454,0.0681,0.3405,0.3405,1.1124,0.0681,0.0,1.0,0.0
177.8,70.0,25.0,0.0454,0.0,2.3837,5.6527,1.2259,3.6322,7.1964,1.9069,0.5047,0.5448,1.1124,0.0454,0.0681,0.3405,0.3405,1.1124,0.0681,172.7,70.0,29.0,0.0268,0.0,2.3036,6.1875,1.3125,4.6875,9.0536,2.4375,0.5178,0.2143,0.4018,0.0536,0.0804,0.2679,0.1875,1.1786,0.1071,1.0,0.0,0.0
175.3,70.0,30.0,0.0412,0.0,3.3173,8.6951,2.9258,4.6978,10.4258,4.4918,0.4506,0.0618,0.103,0.2679,0.0206,0.2679,0.9066,0.3503,0.2473,190.5,75.0,32.0,0.0239,0.0,2.506,6.4439,2.0048,3.8902,8.2578,5.1074,0.4711,0.0477,0.3341,0.1671,0.1193,0.9785,0.5489,0.5967,0.4773,1.0,0.0,0.0
190.5,75.0,32.0,0.0239,0.0,2.506,6.4439,2.0048,3.8902,8.2578,5.1074,0.4711,0.0477,0.3341,0.1671,0.1193,0.9785,0.5489,0.5967,0.4773,175.3,70.0,30.0,0.0412,0.0,3.3173,8.6951,2.9258,4.6978,10.4258,4.4918,0.4506,0.0618,0.103,0.2679,0.0206,0.2679,0.9066,0.3503,0.2473,0.0,1.0,0.0
193.0,84.0,26.0,0.0369,0.0,4.4595,6.9287,0.7002,6.4865,9.1032,0.9582,0.7126,0.2948,0.3317,0.0,0.1106,0.4054,0.0737,2.5799,0.1106,188.0,76.0,34.0,0.0678,0.0,6.5048,12.7386,2.5748,9.2151,16.1265,2.8458,0.5714,0.3049,0.3388,0.0,0.1016,0.3388,0.2033,3.2863,0.0,1.0,0.0,0.0
188.0,76.0,34.0,0.0678,0.0,6.5048,12.7386,2.5748,9.2151,16.1265,2.8458,0.5714,0.3049,0.3388,0.0,0.1016,0.3388,0.2033,3.2863,0.0,193.0,84.0,26.0,0.0369,0.0,4.4595,6.9287,0.7002,6.4865,9.1032,0.9582,0.7126,0.2948,0.3317,0.0,0.1106,0.4054,0.0737,2.5799,0.1106,0.0,1.0,0.0
162.6,65.0,29.0,0.0166,0.0,2.9244,9.3381,2.5588,3.7386,10.2686,3.0407,0.3641,0.0997,0.5816,0.0831,0.0498,0.432,0.4985,0.1329,0.1828,170.2,66.0,27.0,0.0167,0.0,4.65,10.8667,3.1167,10.2,17.6167,3.55,0.579,0.25,0.4833,0.05,0.1167,0.6833,0.25,1.15,0.05,1.0,0.0,0.0
170.2,66.0,27.0,0.0167,0.0,4.65,10.8667,3.1167,10.2,17.6167,3.55,0.579,0.25,0.4833,0.05,0.1167,0.6833,0.25,1.15,0.05,162.6,65.0,29.0,0.0166,0.0,2.9244,9.3381,2.5588,3.7386,10.2686,3.0407,0.3641,0.0997,0.5816,0.0831,0.0498,0.432,0.4985,0.1329,0.1828,0.0,1.0,0.0
175.3,71.0,34.0,0.0,0.0,2.6471,4.7727,1.3035,4.6725,7.0588,2.9679,0.6619,0.3008,0.7219,0.1003,0.0,0.7821,0.2807,0.9626,0.1203,177.8,70.0,33.0,0.0,0.0395,1.5592,2.9013,1.3224,5.8026,7.5987,2.8618,0.7636,0.3158,0.6118,0.0395,0.0,0.2368,0.2961,1.0461,0.4145,1.0,0.0,0.0
177.8,70.0,33.0,0.0,0.0395,1.5592,2.9013,1.3224,5.8026,7.5987,2.8618,0.7636,0.3158,0.6118,0.0395,0.0,0.2368,0.2961,1.0461,0.4145,175.3,71.0,34.0,0.0,0.0,2.6471,4.7727,1.3035,4.6725,7.0588,2.9679,0.6619,0.3008,0.7219,0.1003,0.0,0.7821,0.2807,0.9626,0.1203,0.0,1.0,0.0
182.9,75.0,33.0,0.0265,0.0,2.1741,4.1361,2.0946,4.5338,6.6549,3.4202,0.6813,0.1326,0.1856,0.3447,0.1326,0.4242,0.5038,0.1856,0.4772,182.9,74.0,30.0,0.0483,0.0,1.9807,3.1884,4.2995,2.5604,3.8164,9.372,0.6709,0.0966,0.1449,0.3382,0.1932,0.4831,0.8213,0.8696,2.9469,1.0,0.0,0.0
182.9,74.0,30.0,0.0483,0.0,1.9807,3.1884,4.2995,2.5604,3.8164,9.372,0.6709,0.0966,0.1449,0.3382,0.1932,0.4831,0.8213,0.8696,2.9469,182.9,75.0,33.0,0.0265,0.0,2.1741,4.1361,2.0946,4.5338,6.6549,3.4202,0.6813,0.1326,0.1856,0.3447,0.1326,0.4242,0.5038,0.1856,0.4772,0.0,1.0,0.0
177.8,71.0,25.0,0.025,0.0499,2.2463,6.1398,2.9451,4.1431,8.1115,3.7937,0.5108,0.0,0.0,0.1248,0.1248,0.7737,0.9734,0.1498,0.9235,172.7,72.0,29.0,0.0189,0.0,3.0973,8.7063,3.2295,3.9471,9.8017,4.0982,0.4027,0.0755,0.1889,0.0189,0.0,0.4155,0.1133,0.1889,0.0755,0.0,1.0,0.0
172.7,72.0,29.0,0.0189,0.0,3.0973,8.7063,3.2295,3.9471,9.8017,4.0982,0.4027,0.0755,0.1889,0.0189,0.0,0.4155,0.1133,0.1889,0.0755,177.8,71.0,25.0,0.025,0.0499,2.2463,6.1398,2.9451,4.1431,8.1115,3.7937,0.5108,0.0,0.0,0.1248,0.1248,0.7737,0.9734,0.1498,0.9235,1.0,0.0,0.0
190.5,80.0,26.0,0.0,0.0,3.6087,8.9596,1.9081,6.533,12.2572,2.7376,0.533,0.1452,0.3111,0.1452,0.0,1.1822,0.3318,0.2696,0.3941,188.0,75.0,30.0,0.0434,0.0,4.1215,9.5011,2.3427,6.9848,12.5163,3.5792,0.5581,0.0,0.0217,0.2603,0.0,0.7592,0.0868,0.9544,0.6074,1.0,0.0,0.0
188.0,75.0,30.0,0.0434,0.0,4.1215,9.5011,2.3427,6.9848,12.5163,3.5792,0.5581,0.0,0.0217,0.2603,0.0,0.7592,0.0868,0.9544,0.6074,190.5,80.0,26.0,0.0,0.0,3.6087,8.9596,1.9081,6.533,12.2572,2.7376,0.533,0.1452,0.3111,0.1452,0.0,1.1822,0.3318,0.2696,0.3941,0.0,1.0,0.0
185.4,77.0,33.0,0.0374,0.0,2.3163,4.9315,2.6899,5.193,8.1071,7.9577,0.6406,0.1494,0.2242,0.1494,0.1868,1.1582,0.4857,0.2989,0.7846,182.9,77.0,31.0,0.0,0.0333,2.0,5.3333,2.0167,3.5333,7.1333,3.4,0.4953,0.2167,0.5667,0.0833,0.0333,0.3833,0.2167,0.1167,1.05,1.0,0.0,0.0
182.9,77.0,31.0,0.0,0.0333,2.0,5.3333,2.0167,3.5333,7.1333,3.4,0.4953,0.2167,0.5667,0.0833,0.0333,0.3833,0.2167,0.1167,1.05,185.4,77.0,33.0,0.0374,0.0,2.3163,4.9315,2.6899,5.193,8.1071,7.9577,0.6406,0.1494,0.2242,0.1494,0.1868,1.1582,0.4857,0.2989,0.7846,0.0,1.0,0.0
165.1,67.0,33.0,0.0,0.0167,2.1,5.0833,3.0333,3.4833,6.6333,5.1167,0.5251,0.25,0.8,0.0,0.0,0.4167,0.6833,0.1833,0.0833,172.7,68.0,29.0,0.0,0.0333,2.9,6.55,2.1667,5.4833,9.35,3.75,0.5865,0.3167,0.8833,0.15,0.1,0.6,0.6833,0.5,0.0667,0.0,1.0,0.0
172.7,68.0,29.0,0.0,0.0333,2.9,6.55,2.1667,5.4833,9.35,3.75,0.5865,0.3167,0.8833,0.15,0.1,0.6,0.6833,0.5,0.0667,165.1,67.0,33.0,0.0,0.0167,2.1,5.0833,3.0333,3.4833,6.6333,5.1167,0.5251,0.25,0.8,0.0,0.0,0.4167,0.6833,0.1833,0.0833,1.0,0.0,0.0
167.6,70.0,27.0,0.0169,0.0,4.5985,13.1023,2.9079,5.8833,14.4041,3.415,0.4085,0.1014,0.1352,0.0,0.0169,0.1183,0.0845,0.1183,0.0169,167.6,67.0,28.0,0.0402,0.0402,4.8225,8.359,1.4869,8.0375,11.9357,2.572,0.6734,0.2813,0.5224,0.0,0.2411,0.5626,0.2813,3.3758,0.2411,0.0,1.0,0.0
167.6,67.0,28.0,0.0402,0.0402,4.8225,8.359,1.4869,8.0375,11.9357,2.572,0.6734,0.2813,0.5224,0.0,0.2411,0.5626,0.2813,3.3758,0.2411,167.6,70.0,27.0,0.0169,0.0,4.5985,13.1023,2.9079,5.8833,14.4041,3.415,0.4085,0.1014,0.1352,0.0,0.0169,0.1183,0.0845,0.1183,0.0169,1.0,0.0,0.0
180.3,74.0,32.0,0.0405,0.0,4.6809,10.0101,4.1945,5.5724,10.9828,4.924,0.5074,0.0203,0.0203,0.1621,0.0,0.304,0.4053,0.3445,0.2432,175.3,71.0,29.0,0.0565,0.0,2.4565,5.6753,1.2988,4.8565,8.7812,2.9929,0.5531,0.3106,0.4235,0.0,0.0,0.7059,0.3388,0.7906,0.0847,1.0,0.0,0.0
