Height 1,Reach 1,Age 1,Knockdowns PM 1,Gets Knocked Down PM 1,Sig Strikes Landed PM 1,Sig Strikes Attempted PM 1,Sig Strikes Absorbed PM 1,Strikes Landed PM 1,Strikes Attempted PM 1,Strikes Absorbed PM 1,Strike Accuracy 1,Takedowns PM 1,Takedown Attempts PM 1,Gets Taken Down PM 1,Submission Attempts PM 1,Clinch Strikes PM 1,Clinch Strikes Taken PM 1,Grounds Strikes PM 1,Ground Strikes Taken PM 1,Height 2,Reach 2,Age 2,Knockdowns PM 2,Gets Knocked Down PM 2,Sig Strikes Landed PM 2,Sig Strikes Attempted PM 2,Sig Strikes Absorbed PM 2,Strikes Landed PM 2,Strikes Attempted PM 2,Strikes Absorbed PM 2,Strike Accuracy 2,Takedowns PM 2,Takedown Attempts PM 2,Gets Taken Down PM 2,Submission Attempts PM 2,Clinch Strikes PM 2,Clinch Strikes Taken PM 2,Grounds Strikes PM 2,Ground Strikes Taken PM 2,Win,Loss,Draw
170.2,71.0,28.0,0.0311,0.0,3.9232,8.22,4.11,5.013,9.6212,5.0441,0.521,0.1868,0.685,0.0,0.0311,0.2491,0.3736,1.8371,0.7473,172.7,70.0,29.0,0.0251,0.0,2.6087,5.6438,0.8528,8.3278,12.3411,1.6304,0.6748,0.2759,0.4515,0.0,0.0502,0.0502,0.1756,1.6806,0.1003,1.0,0.0,0.0
190.5,79.0,35.0,0.0,0.0,4.8617,7.4704,1.4822,5.5731,8.3004,4.2095,0.6714,0.1186,0.2964,0.1186,0.0,0.5336,0.1779,4.0909,0.5929,177.8,73.0,37.0,0.0,0.0,1.6277,6.737,4.2502,1.8086,7.0987,4.3406,0.2548,0.1356,0.2261,0.0,0.0904,0.0,0.0452,0.1356,0.3617,1.0,0.0,0.0
177.8,73.0,37.0,0.0,0.0,1.6277,6.737,4.2502,1.8086,7.0987,4.3406,0.2548,0.1356,0.2261,0.0,0.0904,0.0,0.0452,0.1356,0.3617,190.5,79.0,35.0,0.0,0.0,4.8617,7.4704,1.4822,5.5731,8.3004,4.2095,0.6714,0.1186,0.2964,0.1186,0.0,0.5336,0.1779,4.0909,0.5929,0.0,1.0,0.0
182.9,74.0,27.0,0.0217,0.0217,3.2479,5.3049,1.3641,4.2006,6.3443,2.4468,0.6621,0.1299,0.1299,0.065,0.0,0.1732,0.1299,0.7578,0.1083,188.0,73.0,34.0,0.0,0.0518,5.1273,11.6012,4.3763,5.8265,12.4817,5.0496,0.4668,0.0259,0.1813,0.1295,0.0259,0.1813,0.4402,0.1036,0.2331,1.0,0.0,0.0
188.0,73.0,34.0,0.0,0.0518,5.1273,11.6012,4.3763,5.8265,12.4817,5.0496,0.4668,0.0259,0.1813,0.1295,0.0259,0.1813,0.4402,0.1036,0.2331,182.9,74.0,27.0,0.0217,0.0217,3.2479,5.3049,1.3641,4.2006,6.3443,2.4468,0.6621,0.1299,0.1299,0.065,0.0,0.1732,0.1299,0.7578,0.1083,0.0,1.0,0.0
165.1,67.0,36.0,0.0,0.0,3.7886,8.3282,3.2879,8.9291,13.936,6.2754,0.6407,0.0668,0.267,0.1168,0.0,0.8011,0.484,1.2684,0.2337,167.6,69.0,31.0,0.0,0.0,5.0167,9.4167,3.4167,6.5167,11.1167,5.1833,0.5862,0.1167,0.25,0.1667,0.0333,0.9333,0.3667,0.5333,0.05,1.0,0.0,0.0
167.6,69.0,31.0,0.0,0.0,5.0167,9.4167,3.4167,6.5167,11.1167,5.1833,0.5862,0.1167,0.25,0.1667,0.0333,0.9333,0.3667,0.5333,0.05,165.1,67.0,36.0,0.0,0.0,3.7886,8.3282,3.2879,8.9291,13.936,6.2754,0.6407,0.0668,0.267,0.1168,0.0,0.8011,0.484,1.2684,0.2337,0.0,1.0,0.0
190.5,79.0,30.0,0.0,0.0,5.8257,12.2471,2.648,8.6502,15.6234,3.0232,0.5537,0.2869,0.5075,0.0221,0.0,0.8606,0.2648,1.5226,0.0221,188.0,78.0,37.0,0.0,0.0,3.726,6.8559,3.4918,5.3868,8.7935,6.3875,0.6126,0.1065,0.1703,0.0852,0.0213,0.9155,0.6175,1.1498,1.4265,0.0,1.0,0.0
188.0,78.0,37.0,0.0,0.0,3.726,6.8559,3.4918,5.3868,8.7935,6.3875,0.6126,0.1065,0.1703,0.0852,0.0213,0.9155,0.6175,1.1498,1.4265,190.5,79.0,30.0,0.0,0.0,5.8257,12.2471,2.648,8.6502,15.6234,3.0232,0.5537,0.2869,0.5075,0.0221,0.0,0.8606,0.2648,1.5226,0.0221,1.0,0.0,0.0
170.2,68.0,25.0,0.0,0.0,2.4893,7.9042,3.2849,5.4662,11.1634,4.1574,0.4897,0.1796,0.5389,0.0513,0.154,0.2053,0.6416,0.7442,0.3593,167.6,69.0,34.0,0.0,0.0224,2.9776,8.306,2.8657,4.8134,10.2761,3.6493,0.4684,0.1119,0.2687,0.0224,0.0224,0.1343,0.3806,0.2463,0.0896,1.0,0.0,0.0
167.6,69.0,34.0,0.0,0.0224,2.9776,8.306,2.8657,4.8134,10.2761,3.6493,0.4684,0.1119,0.2687,0.0224,0.0224,0.1343,0.3806,0.2463,0.0896,170.2,68.0,25.0,0.0,0.0,2.4893,7.9042,3.2849,5.4662,11.1634,4.1574,0.4897,0.1796,0.5389,0.0513,0.154,0.2053,0.6416,0.7442,0.3593,0.0,1.0,0.0
175.3,71.0,28.0,0.0769,0.0,5.8924,13.1939,6.661,6.1998,13.5013,7.1477,0.4592,0.1281,0.205,0.0769,0.0256,0.4355,0.9223,0.333,0.0,177.8,75.0,32.0,0.0644,0.0,4.3179,10.8271,3.029,4.7691,11.2782,3.2868,0.4229,0.0,0.0,0.0644,0.1289,0.58,0.4511,0.1933,0.0,1.0,0.0,0.0
177.8,75.0,32.0,0.0644,0.0,4.3179,10.8271,3.029,4.7691,11.2782,3.2868,0.4229,0.0,0.0,0.0644,0.1289,0.58,0.4511,0.1933,0.0,175.3,71.0,28.0,0.0769,0.0,5.8924,13.1939,6.661,6.1998,13.5013,7.1477,0.4592,0.1281,0.205,0.0769,0.0256,0.4355,0.9223,0.333,0.0,0.0,1.0,0.0
172.7,71.0,36.0,0.029,0.0,1.7101,6.058,1.3623,2.9855,7.4203,2.8696,0.4023,0.058,0.2609,0.2319,0.2319,0.2899,0.3188,0.1449,0.1449,175.3,69.0,36.0,0.0173,0.0,3.9364,8.4104,3.1561,6.7803,11.6185,4.526,0.5836,0.1561,0.2601,0.2428,0.0347,1.1272,1.0231,0.4509,0.2254,0.0,1.0,0.0
175.3,69.0,36.0,0.0173,0.0,3.9364,8.4104,3.1561,6.7803,11.6185,4.526,0.5836,0.1561,0.2601,0.2428,0.0347,1.1272,1.0231,0.4509,0.2254,172.7,71.0,36.0,0.029,0.0,1.7101,6.058,1.3623,2.9855,7.4203,2.8696,0.4023,0.058,0.2609,0.2319,0.2319,0.2899,0.3188,0.1449,0.1449,1.0,0.0,0.0
180.3,70.0,36.0,0.0192,0.0192,3.6625,9.185,3.3749,4.3528,9.9521,4.1419,0.4374,0.0192,0.0384,0.1342,0.0,0.6711,0.1918,0.5753,0.2109,182.9,75.0,30.0,0.0234,0.0,3.5294,9.2092,5.0721,6.6848,12.9957,5.6798,0.5144,0.0234,0.0701,0.1636,0.0,0.9817,0.6778,0.3272,0.2104,0.0,1.0,0.0
182.9,75.0,30.0,0.0234,0.0,3.5294,9.2092,5.0721,6.6848,12.9957,5.6798,0.5144,0.0234,0.0701,0.1636,0.0,0.9817,0.6778,0.3272,0.2104,180.3,70.0,36.0,0.0192,0.0192,3.6625,9.185,3.3749,4.3528,9.9521,4.1419,0.4374,0.0192,0.0384,0.1342,0.0,0.6711,0.1918,0.5753,0.2109,1.0,0.0,0.0
160.0,64.0,34.0,0.0,0.0,4.5571,12.7429,4.9286,6.5571,15.0286,6.3571,0.4363,0.0,0.0286,0.0571,0.0,1.4,1.0429,0.2429,0.0571,165.1,63.0,31.0,0.0,0.0,6.85,16.9667,4.2167,7.2,17.4333,5.7833,0.413,0.0167,0.0333,0.05,0.0,0.5,0.5167,0.0833,0.1167,0.0,1.0,0.0
165.1,63.0,31.0,0.0,0.0,6.85,16.9667,4.2167,7.2,17.4333,5.7833,0.413,0.0167,0.0333,0.05,0.0,0.5,0.5167,0.0833,0.1167,160.0,64.0,34.0,0.0,0.0,4.5571,12.7429,4.9286,6.5571,15.0286,6.3571,0.4363,0.0,0.0286,0.0571,0.0,1.4,1.0429,0.2429,0.0571,1.0,0.0,0.0
162.6,65.0,35.0,0.0166,0.0,2.9244,9.3381,2.5588,3.7386,10.2686,3.0407,0.3641,0.0997,0.5816,0.0831,0.0498,0.432,0.4985,0.1329,0.1828,165.1,68.0,32.0,0.0937,0.0,2.2482,4.0984,1.6159,3.1148,5.082,3.0679,0.6129,0.1639,0.3044,0.1639,0.2576,0.2108,0.2576,1.171,0.6557,0.0,1.0,0.0
165.1,68.0,32.0,0.0937,0.0,2.2482,4.0984,1.6159,3.1148,5.082,3.0679,0.6129,0.1639,0.3044,0.1639,0.2576,0.2108,0.2576,1.171,0.6557,162.6,65.0,35.0,0.0166,0.0,2.9244,9.3381,2.5588,3.7386,10.2686,3.0407,0.3641,0.0997,0.5816,0.0831,0.0498,0.432,0.4985,0.1329,0.1828,1.0,0.0,0.0
185.4,75.0,26.0,0.024,0.0,4.1454,13.3706,3.2109,4.361,13.6102,4.0974,0.3204,0.1438,0.2157,0.024,0.0,0.8147,0.5272,0.5272,0.1198,190.5,75.0,28.0,0.0688,0.0,3.3244,5.8922,1.1464,5.9152,8.8498,1.88,0.6684,0.0459,0.1376,0.0459,0.0,0.4585,0.321,1.2839,0.0,0.0,1.0,0.0
190.5,75.0,28.0,0.0688,0.0,3.3244,5.8922,1.1464,5.9152,8.8498,1.88,0.6684,0.0459,0.1376,0.0459,0.0,0.4585,0.321,1.2839,0.0,185.4,75.0,26.0,0.024,0.0,4.1454,13.3706,3.2109,4.361,13.6102,4.0974,0.3204,0.1438,0.2157,0.024,0.0,0.8147,0.5272,0.5272,0.1198,1.0,0.0,0.0
193.0,80.0,30.0,0.0748,0.0,4.5075,8.1546,2.0761,5.2182,8.9027,2.7681,0.5861,0.0,0.0561,0.1122,0.0187,0.7107,0.3554,0.1496,0.0374,182.9,73.0,43.0,0.0481,0.0,3.6808,6.2069,1.9246,5.1484,7.7466,2.7907,0.6646,0.1684,0.433,0.1203,0.0,0.4812,0.1443,0.7217,0.0722,1.0,0.0,0.0
182.9,73.0,43.0,0.0481,0.0,3.6808,6.2069,1.9246,5.1484,7.7466,2.7907,0.6646,0.1684,0.433,0.1203,0.0,0.4812,0.1443,0.7217,0.0722,193.0,80.0,30.0,0.0748,0.0,4.5075,8.1546,2.0761,5.2182,8.9027,2.7681,0.5861,0.0,0.0561,0.1122,0.0187,0.7107,0.3554,0.1496,0.0374,0.0,1.0,0.0
162.6,63.0,30.0,0.0291,0.0,6.2239,12.5642,2.2395,8.5216,15.1527,2.414,0.5624,0.1163,0.3781,0.0,0.0582,0.7562,0.4363,1.6287,0.0873,167.6,65.0,32.0,0.0186,0.0,4.9021,11.2209,1.3793,5.9459,12.4511,2.4418,0.4775,0.0,0.0,0.1678,0.0,1.2488,0.3169,0.261,0.1305,1.0,0.0,0.0
167.6,65.0,32.0,0.0186,0.0,4.9021,11.2209,1.3793,5.9459,12.4511,2.4418,0.4775,0.0,0.0,0.1678,0.0,1.2488,0.3169,0.261,0.1305,162.6,63.0,30.0,0.0291,0.0,6.2239,12.5642,2.2395,8.5216,15.1527,2.414,0.5624,0.1163,0.3781,0.0,0.0582,0.7562,0.4363,1.6287,0.0873,0.0,1.0,0.0
177.8,72.0,31.0,0.0337,0.0673,2.5575,5.7207,3.1632,3.6007,6.9994,5.4178,0.5144,0.1683,0.3365,0.0673,0.0673,0.8413,0.5721,0.5384,0.6394,175.3,70.0,32.0,0.0,0.0,3.35,6.45,2.6333,5.4333,8.9167,4.0667,0.6093,0.1333,0.3333,0.0667,0.0,1.05,0.5333,0.15,0.05,1.0,0.0,0.0
175.3,70.0,32.0,0.0,0.0,3.35,6.45,2.6333,5.4333,8.9167,4.0667,0.6093,0.1333,0.3333,0.0667,0.0,1.05,0.5333,0.15,0.05,177.8,72.0,31.0,0.0337,0.0673,2.5575,5.7207,3.1632,3.6007,6.9994,5.4178,0.5144,0.1683,0.3365,0.0673,0.0673,0.8413,0.5721,0.5384,0.6394,0.0,1.0,0.0
190.5,80.0,32.0,0.0,0.0,3.6087,8.9596,1.9081,6.533,12.2572,2.7376,0.533,0.1452,0.3111,0.1452,0.0,1.1822,0.3318,0.2696,0.3941,182.9,71.0,32.0,0.0458,0.0229,4.4851,11.0755,3.5011,5.5378,12.2426,5.7666,0.4523,0.1144,0.3432,0.1144,0.0,0.2288,0.3432,0.8467,0.3204,1.0,0.0,0.0
182.9,71.0,32.0,0.0458,0.0229,4.4851,11.0755,3.5011,5.5378,12.2426,5.7666,0.4523,0.1144,0.3432,0.1144,0.0,0.2288,0.3432,0.8467,0.3204,190.5,80.0,32.0,0.0,0.0,3.6087,8.9596,1.9081,6.533,12.2572,2.7376,0.533,0.1452,0.3111,0.1452,0.0,1.1822,0.3318,0.2696,0.3941,0.0,1.0,0.0
180.3,76.0,32.0,0.0233,0.0,1.9798,5.3804,1.9332,2.8416,6.4053,3.6568,0.4436,0.1863,0.5823,0.0699,0.0699,0.5357,0.5823,0.0932,0.4425,180.3,76.0,34.0,0.0694,0.0,3.6343,8.4722,3.6574,4.3981,9.3287,7.0139,0.4715,0.0,0.0463,0.162,0.0231,0.3472,0.8102,0.4861,0.463,1.0,0.0,0.0
180.3,76.0,34.0,0.0694,0.0,3.6343,8.4722,3.6574,4.3981,9.3287,7.0139,0.4715,0.0,0.0463,0.162,0.0231,0.3472,0.8102,0.4861,0.463,180.3,76.0,32.0,0.0233,0.0,1.9798,5.3804,1.9332,2.8416,6.4053,3.6568,0.4436,0.1863,0.5823,0.0699,0.0699,0.5357,0.5823,0.0932,0.4425,0.0,1.0,0.0
175.3,77.0,27.0,0.0,0.0167,3.7333,9.3667,2.6667,5.5833,11.5,3.45,0.4855,0.2167,0.5667,0.0667,0.0833,0.6667,0.2,1.0333,0.0833,177.8,74.0,30.0,0.0457,0.0,3.3816,7.4029,1.2795,6.032,10.3732,2.3305,0.5815,0.1371,0.5484,0.1828,0.2742,0.7312,0.1828,0.5484,0.2285,0.0,1.0,0.0
177.8,74.0,30.0,0.0457,0.0,3.3816,7.4029,1.2795,6.032,10.3732,2.3305,0.5815,0.1371,0.5484,0.1828,0.2742,0.7312,0.1828,0.5484,0.2285,175.3,77.0,27.0,0.0,0.0167,3.7333,9.3667,2.6667,5.5833,11.5,3.45,0.4855,0.2167,0.5667,0.0667,0.0833,0.6667,0.2,1.0333,0.0833,1.0,0.0,0.0
185.4,72.0,42.0,0.0,0.0143,1.6,3.6714,1.6143,3.6143,6.1714,2.3714,0.5856,0.2,0.5714,0.0,0.0286,0.2,0.1,0.7429,0.1714,177.8,71.0,33.0,0.0,0.0407,1.9519,5.571,3.1311,2.8465,6.6283,4.0664,0.4294,0.1423,0.427,0.0407,0.0813,0.4066,0.4473,0.1423,0.1627,0.0,1.0,0.0
177.8,71.0,33.0,0.0,0.0407,1.9519,5.571,3.1311,2.8465,6.6283,4.0664,0.4294,0.1423,0.427,0.0407,0.0813,0.4066,0.4473,0.1423,0.1627,185.4,72.0,42.0,0.0,0.0143,1.6,3.6714,1.6143,3.6143,6.1714,2.3714,0.5856,0.2,0.5714,0.0,0.0286,0.2,0.1,0.7429,0.1714,1.0,0.0,0.0
180.3,72.0,31.0,0.0,0.0,5.2638,11.8096,3.5545,5.6135,12.1787,3.943,0.4609,0.0971,0.1748,0.0583,0.0194,0.0583,0.0777,0.1165,0.0583,175.3,70.0,33.0,0.0456,0.0228,2.6454,5.7697,2.8962,3.8312,7.1608,5.0399,0.535,0.0,0.0228,0.2965,0.0228,0.3193,0.2052,0.114,0.6613,1.0,0.0,0.0
175.3,70.0,33.0,0.0456,0.0228,2.6454,5.7697,2.8962,3.8312,7.1608,5.0399,0.535,0.0,0.0228,0.2965,0.0228,0.3193,0.2052,0.114,0.6613,180.3,72.0,31.0,0.0,0.0,5.2638,11.8096,3.5545,5.6135,12.1787,3.943,0.4609,0.0971,0.1748,0.0583,0.0194,0.0583,0.0777,0.1165,0.0583,0.0,1.0,0.0
198.1,82.0,28.0,0.6102,0.2034,4.4746,6.1017,5.4915,4.4746,6.1017,6.5085,0.7333,0.0,0.0,0.2034,0.0,0.6102,2.6441,1.6271,1.4237,190.5,77.0,28.0,0.0543,0.0543,5.3756,8.5792,2.8235,10.3167,13.9548,7.6018,0.7393,0.0,0.0543,0.3258,0.1086,3.2579,1.1403,0.7059,1.0317,0.0,1.0,0.0
190.5,77.0,28.0,0.0543,0.0543,5.3756,8.5792,2.8235,10.3167,13.9548,7.6018,0.7393,0.0,0.0543,0.3258,0.1086,3.2579,1.1403,0.7059,1.0317,198.1,82.0,28.0,0.6102,0.2034,4.4746,6.1017,5.4915,4.4746,6.1017,6.5085,0.7333,0.0,0.0,0.2034,0.0,0.6102,2.6441,1.6271,1.4237,1.0,0.0,0.0
175.3,70.0,41.0,0.0341,0.0,2.8312,5.1165,1.6032,4.9119,7.4702,3.8545,0.6575,0.1023,0.2047,0.2047,0.1364,0.9892,0.7845,0.9892,0.2729,172.7,68.0,35.0,0.045,0.0,3.6698,7.6773,3.0844,3.985,8.1276,3.5797,0.4903,0.0,0.0,0.045,0.0,0.2251,0.1126,0.0225,0.4503,1.0,0.0,0.0
172.7,68.0,35.0,0.045,0.0,3.6698,7.6773,3.0844,3.985,8.1276,3.5797,0.4903,0.0,0.0,0.045,0.0,0.2251,0.1126,0.0225,0.4503,175.3,70.0,41.0,0.0341,0.0,2.8312,5.1165,1.6032,4.9119,7.4702,3.8545,0.6575,0.1023,0.2047,0.2047,0.1364,0.9892,0.7845,0.9892,0.2729,0.0,1.0,0.0
165.1,67.0,35.0,0.0,0.0973,1.1033,3.3748,2.7582,1.9794,4.2834,4.186,0.4621,0.1622,0.5516,0.0324,0.0324,0.0973,0.3569,0.1947,0.7463,170.2,70.0,26.0,0.0194,0.0194,2.5445,7.5364,2.3697,3.943,9.1292,3.0495,0.4319,0.1942,0.4273,0.0971,0.0777,0.2914,0.1554,0.4079,0.1942,0.0,1.0,0.0
170.2,70.0,26.0,0.0194,0.0194,2.5445,7.5364,2.3697,3.943,9.1292,3.0495,0.4319,0.1942,0.4273,0.0971,0.0777,0.2914,0.1554,0.4079,0.1942,165.1,67.0,35.0,0.0,0.0973,1.1033,3.3748,2.7582,1.9794,4.2834,4.186,0.4621,0.1622,0.5516,0.0324,0.0324,0.0973,0.3569,0.1947,0.7463,1.0,0.0,0.0
167.6,67.0,35.0,0.0,0.0,1.4715,3.7927,1.2435,5.3057,8.1451,2.9637,0.6514,0.1865,0.6218,0.1451,0.0829,0.1244,0.1658,0.6218,0.3731,170.2,70.0,31.0,0.0,0.0,3.5167,8.5167,2.1833,7.5333,13.8667,2.75,0.5433,0.3667,0.75,0.0167,0.0167,0.3667,0.2,0.6833,0.0333,0.0,0.0,1.0
170.2,70.0,31.0,0.0,0.0,3.5167,8.5167,2.1833,7.5333,13.8667,2.75,0.5433,0.3667,0.75,0.0167,0.0167,0.3667,0.2,0.6833,0.0333,167.6,67.0,35.0,0.0,0.0,1.4715,3.7927,1.2435,5.3057,8.1451,2.9637,0.6514,0.1865,0.6218,0.1451,0.0829,0.1244,0.1658,0.6218,0.3731,0.0,0.0,1.0
180.3,76.0,36.0,0.0257,0.0257,4.0617,13.5733,3.4704,4.2931,13.8303,3.4961,0.3104,0.0771,0.1285,0.0,0.0257,0.2828,0.0257,0.1285,0.0,180.3,70.0,31.0,0.0245,0.0245,8.5329,15.6436,10.5435,8.6065,15.7417,10.8623,0.5467,0.0,0.0245,0.049,0.0,1.4467,1.177,0.049,0.0981,0.0,1.0,0.0
180.3,70.0,31.0,0.0245,0.0245,8.5329,15.6436,10.5435,8.6065,15.7417,10.8623,0.5467,0.0,0.0245,0.049,0.0,1.4467,1.177,0.049,0.0981,180.3,76.0,36.0,0.0257,0.0257,4.0617,13.5733,3.4704,4.2931,13.8303,3.4961,0.3104,0.0771,0.1285,0.0,0.0257,0.2828,0.0257,0.1285,0.0,1.0,0.0,0.0
162.6,64.0,33.0,0.0167,0.0,3.7833,8.1833,2.0,6.5167,11.1667,2.7333,0.5836,0.15,0.45,0.0,0.0167,1.25,0.45,0.3667,0.0167,172.7,68.0,35.0,0.0,0.0,3.7886,9.1427,2.9467,5.1436,10.774,4.4201,0.4774,0.2631,0.592,0.0395,0.0132,0.4999,0.4999,0.3552,0.0132,1.0,0.0,0.0
172.7,68.0,35.0,0.0,0.0,3.7886,9.1427,2.9467,5.1436,10.774,4.4201,0.4774,0.2631,0.592,0.0395,0.0132,0.4999,0.4999,0.3552,0.0132,162.6,64.0,33.0,0.0167,0.0,3.7833,8.1833,2.0,6.5167,11.1667,2.7333,0.5836,0.15,0.45,0.0,0.0167,1.25,0.45,0.3667,0.0167,0.0,1.0,0.0
193.0,83.0,33.0,0.0467,0.0,3.271,7.0093,1.4953,4.486,8.3645,3.1308,0.5363,0.0,0.0,0.1869,0.0467,0.4206,0.1402,0.4673,0.0,188.0,78.0,32.0,0.1271,0.0,3.7182,7.9131,3.0508,4.5763,8.7712,4.1631,0.5217,0.0,0.0,0.1271,0.0,0.7627,0.3178,0.3178,0.6674,1.0,0.0,0.0
188.0,78.0,32.0,0.1271,0.0,3.7182,7.9131,3.0508,4.5763,8.7712,4.1631,0.5217,0.0,0.0,0.1271,0.0,0.7627,0.3178,0.3178,0.6674,193.0,83.0,33.0,0.0467,0.0,3.271,7.0093,1.4953,4.486,8.3645,3.1308,0.5363,0.0,0.0,0.1869,0.0467,0.4206,0.1402,0.4673,0.0,0.0,1.0,0.0
175.3,71.0,34.0,0.0521,0.0174,3.4231,7.4718,3.3362,4.5873,8.6881,4.4309,0.528,0.1564,0.3301,0.0348,0.0869,0.5039,0.3475,0.2433,0.1216,180.3,72.0,32.0,0.0447,0.0,5.0317,12.1208,6.6642,5.2777,12.4562,6.776,0.4237,0.0447,0.1342,0.0224,0.0,0.0447,0.1789,0.4473,0.0,0.0,1.0,0.0
180.3,72.0,32.0,0.0447,0.0,5.0317,12.1208,6.6642,5.2777,12.4562,6.776,0.4237,0.0447,0.1342,0.0224,0.0,0.0447,0.1789,0.4473,0.0,175.3,71.0,34.0,0.0521,0.0174,3.4231,7.4718,3.3362,4.5873,8.6881,4.4309,0.528,0.1564,0.3301,0.0348,0.0869,0.5039,0.3475,0.2433,0.1216,1.0,0.0,0.0
177.8,72.0,33.0,0.0589,0.0,1.8271,4.3026,1.1788,4.6562,7.22,3.89,0.6449,0.1768,0.2652,0.2358,0.0295,0.1768,0.2063,0.2063,0.2063,185.4,73.0,37.0,0.0685,0.0,5.5511,10.3484,3.084,6.5106,11.4106,3.4266,0.5706,0.1028,0.1713,0.0343,0.0685,0.2056,0.1371,0.8909,0.0343,1.0,0.0,0.0
185.4,73.0,37.0,0.0685,0.0,5.5511,10.3484,3.084,6.5106,11.4106,3.4266,0.5706,0.1028,0.1713,0.0343,0.0685,0.2056,0.1371,0.8909,0.0343,177.8,72.0,33.0,0.0589,0.0,1.8271,4.3026,1.1788,4.6562,7.22,3.89,0.6449,0.1768,0.2652,0.2358,0.0295,0.1768,0.2063,0.2063,0.2063,0.0,1.0,0.0
188.0,80.0,43.0,0.0424,0.0,1.6102,3.6441,2.4576,5.1695,7.4576,6.1864,0.6932,0.2119,0.4661,0.0847,0.1695,0.4237,0.8475,0.2966,0.7627,193.0,77.0,42.0,0.0199,0.0,5.4835,8.5145,2.0538,7.0588,10.2493,3.6092,0.6887,0.0598,0.1795,0.0,0.0199,0.4985,0.2991,0.4187,0.1994,1.0,0.0,0.0
193.0,77.0,42.0,0.0199,0.0,5.4835,8.5145,2.0538,7.0588,10.2493,3.6092,0.6887,0.0598,0.1795,0.0,0.0199,0.4985,0.2991,0.4187,0.1994,188.0,80.0,43.0,0.0424,0.0,1.6102,3.6441,2.4576,5.1695,7.4576,6.1864,0.6932,0.2119,0.4661,0.0847,0.1695,0.4237,0.8475,0.2966,0.7627,0.0,1.0,0.0
154.9,63.0,32.0,0.0,0.0,2.09,5.6392,3.0562,5.5209,10.0164,3.9829,0.5512,0.2958,0.8084,0.0197,0.0394,0.3155,0.4929,0.9464,0.8281,160.0,62.0,34.0,0.0,0.0258,3.534,6.3972,3.9983,5.4686,8.5125,6.1393,0.6424,0.1806,0.2064,0.0774,0.1548,0.8255,0.7997,0.4385,1.2898,1.0,0.0,0.0
160.0,62.0,34.0,0.0,0.0258,3.534,6.3972,3.9983,5.4686,8.5125,6.1393,0.6424,0.1806,0.2064,0.0774,0.1548,0.8255,0.7997,0.4385,1.2898,154.9,63.0,32.0,0.0,0.0,2.09,5.6392,3.0562,5.5209,10.0164,3.9829,0.5512,0.2958,0.8084,0.0197,0.0394,0.3155,0.4929,0.9464,0.8281,0.0,1.0,0.0
180.3,75.0,28.0,0.0369,0.0,2.8062,5.8708,2.1785,4.5785,7.9015,3.1754,0.5794,0.1477,0.1846,0.2585,0.1108,0.2954,0.3692,0.7015,0.2954,182.9,76.0,30.0,0.0788,0.0788,2.523,9.8949,4.6912,3.0355,10.5256,4.8095,0.2884,0.0394,0.2365,0.0,0.0788,0.1971,0.1577,0.2365,0.2365,1.0,0.0,0.0
182.9,76.0,30.0,0.0788,0.0788,2.523,9.8949,4.6912,3.0355,10.5256,4.8095,0.2884,0.0394,0.2365,0.0,0.0788,0.1971,0.1577,0.2365,0.2365,180.3,75.0,28.0,0.0369,0.0,2.8062,5.8708,2.1785,4.5785,7.9015,3.1754,0.5794,0.1477,0.1846,0.2585,0.1108,0.2954,0.3692,0.7015,0.2954,0.0,1.0,0.0
193.0,76.0,31.0,0.0248,0.0,3.5469,6.7714,3.1997,4.0678,7.3171,7.0938,0.5559,0.0496,0.124,0.1736,0.0496,0.5457,0.3473,0.248,0.9673,188.0,76.0,40.0,0.0678,0.0,6.5048,12.7386,2.5748,9.2151,16.1265,2.8458,0.5714,0.3049,0.3388,0.0,0.1016,0.3388,0.2033,3.2863,0.0,0.0,1.0,0.0
188.0,76.0,40.0,0.0678,0.0,6.5048,12.7386,2.5748,9.2151,16.1265,2.8458,0.5714,0.3049,0.3388,0.0,0.1016,0.3388,0.2033,3.2863,0.0,193.0,76.0,31.0,0.0248,0.0,3.5469,6.7714,3.1997,4.0678,7.3171,7.0938,0.5559,0.0496,0.124,0.1736,0.0496,0.5457,0.3473,0.248,0.9673,1.0,0.0,0.0
193.0,78.0,38.0,0.0269,0.0,2.2322,4.4644,2.8507,4.4644,7.2882,5.8628,0.6125,0.1883,0.5648,0.1345,0.0538,0.2958,0.4572,1.2371,1.1295,190.5,80.0,37.0,0.0,0.0,3.19,6.0985,2.5332,4.0344,6.9429,3.4246,0.5811,0.1407,0.3284,0.0,0.0938,0.1876,0.6568,0.3284,0.0,1.0,0.0,0.0
190.5,80.0,37.0,0.0,0.0,3.19,6.0985,2.5332,4.0344,6.9429,3.4246,0.5811,0.1407,0.3284,0.0,0.0938,0.1876,0.6568,0.3284,0.0,193.0,78.0,38.0,0.0269,0.0,2.2322,4.4644,2.8507,4.4644,7.2882,5.8628,0.6125,0.1883,0.5648,0.1345,0.0538,0.2958,0.4572,1.2371,1.1295,0.0,1.0,0.0
