Date,Fighter 1,Fighter 2,Result,Split Dec?
08/10/2016,Davey Grant,Damian Stasiak,2,0
08/10/2016,Leon Edwards,Albert Tumenov,1,0
08/10/2016,Lukasz Sajewski,Marc Diakiese,2,0
08/10/2016,Danny Roberts,Mike Perry,2,0
08/10/2016,Leonardo Santos,Adriano Martins,1,1
05/11/2016,Rafael Dos Anjos,Tony Ferguson,2,0
05/11/2016,Diego Sanchez,Marcin Held,1,0
05/11/2016,Ricardo Lamas,Charles Oliveira,1,0
05/11/2016,Martin Bravo,Claudio Puelles,1,0
05/11/2016,Beneil Dariush,Rashid Magomedov,1,0
05/11/2016,Alexa Grasso,Heather Clark,1,0
05/11/2016,Erik Perez,Felipe Arantes,1,1
05/11/2016,Marco Beltran,Joe Soto,2,0
05/11/2016,Erick Montano,Max Griffin,2,0
05/11/2016,Henry Briones,Douglas Silva de Andrade,2,0
05/11/2016,Sam Alvey,Alex Nicholson,1,0
05/11/2016,Marco Polo Reyes,Jason Novelli,1,1
05/11/2016,Enrique Barzola,Chris Avila,1,0
12/11/2016,Eddie Alvarez,Conor McGregor,2,0
12/11/2016,Tyron Woodley,Stephen Thompson,3,1
12/11/2016,Joanna Jedrzejczyk,Karolina Kowalkiewicz,1,0
12/11/2016,Chris Weidman,Yoel Romero,2,0
12/11/2016,Miesha Tate,Raquel Pennington,2,0
12/11/2016,Frankie Edgar,Jeremy Stephens,1,0
12/11/2016,Khabib Nurmagomedov,Michael Johnson,1,0
12/11/2016,Rafael Natal,Tim Boetsch,2,0
12/11/2016,Vicente Luque,Belal Muhammad,1,0
12/11/2016,Jim Miller,Thiago Alves,1,0
12/11/2016,Liz Carmouche,Katlyn Cerminara,1,1
19/11/2016,Ryan Bader,Rogerio Nogueira,1,0
19/11/2016,Thomas Almeida,Albert Morales,1,0
19/11/2016,Claudia Gadelha,Cortney Casey,1,0
19/11/2016,Thales Leites,Krzysztof Jotko,2,0
19/11/2016,Warlley Alves,Kamaru Usman,2,0
19/11/2016,Sergio Moraes,Zak Ottow,1,1
19/11/2016,Cezar Ferreira,Jack Hermansson,1,0
19/11/2016,Marcos Rogerio de Lima,Gadzhimurad Antigulov,2,0
19/11/2016,Johnny Eduardo,Manvel Gamburyan,1,0
19/11/2016,Luis Henrique,Christian Colombo,1,0
19/11/2016,Pedro Munhoz,Justin Scoggins,1,0
19/11/2016,Francimar Barroso,Darren Stewart,1,1
19/11/2016,Gegard Mousasi,Uriah Hall,1,0
19/11/2016,Ross Pearson,Stevie Ray,2,1
19/11/2016,Timothy Johnson,Alexander Volkov,2,1
19/11/2016,Artem Lobov,Teruto Ishihara,1,0
19/11/2016,Magnus Cedenblad,Jack Marshman,2,0
19/11/2016,Kyoji Horiguchi,Ali Bagautinov,1,0
19/11/2016,Kevin Lee,Magomed Mustafaev,1,0
19/11/2016,Anna Elmose,Amanda Cooper,2,0
19/11/2016,Justin Ledet,Mark Godbeer,1,0
19/11/2016,Zak Cummings,Alexander Yakovlev,1,0
19/11/2016,Marion Reneau,Milana Dudieva,1,0
19/11/2016,Brett Johns,Kwan Ho Kwak,1,0
19/11/2016,Charlie Ward,Abdul Razak Alhassan,2,0
26/11/2016,Robert Whittaker,Derek Brunson,1,0
26/11/2016,Jake Matthews,Andrew Holbrook,2,1
26/11/2016,Kyle Noke,Omari Akhmedov,2,0
26/11/2016,Yusuke Kasuya,Alexander Volkanovski,2,0
26/11/2016,Khalil Rountree Jr.,Tyson Pedro,2,0
26/11/2016,Seo Hee Ham,Danielle Taylor,2,1
26/11/2016,Daniel Kelly,Chris Camozzi,1,0
26/11/2016,Damien Brown,Jon Tuck,1,1
26/11/2016,Richard Walsh,Jonathan Meunier,2,0
26/11/2016,Ben Nguyen,Geane Herrera,1,0
26/11/2016,Dan Hooker,Jason Knight,2,0
26/11/2016,Marlon Vera,Guangyou Ning,1,0
26/11/2016,Yao Zhikui,Jenel Lausa,2,0
03/12/2016,Demetrious Johnson,Tim Elliott,1,0
03/12/2016,Joseph Benavidez,Henry Cejudo,1,1
03/12/2016,Jake Ellenberger,Jorge Masvidal,2,0
03/12/2016,Ion Cutelaba,Jared Cannonier,2,0
03/12/2016,Sara McMann,Alexis Davis,1,0
03/12/2016,Brandon Moreno,Ryan Benoit,1,1
03/12/2016,Gray Maynard,Ryan Hall,2,0
03/12/2016,Rob Font,Matt Schnell,1,0
03/12/2016,Dong Hyun Ma,Brendan O'Reilly,1,0
03/12/2016,Kailin Curran,Jamie Moyle,2,0
03/12/2016,Elvis Mutapcic,Anthony Smith,2,0
03/12/2016,Josh Stansbury,Devin Clark,2,0
09/12/2016,Derrick Lewis,Shamil Abdurakhimov,1,0
09/12/2016,Francis Ngannou,Anthony Hamilton,1,0
09/12/2016,Corey Anderson,Sean O'Connell,1,0
09/12/2016,Gian Villante,Saparbeg Safarov,1,0
09/12/2016,Justine Kish,Ashley Yoder,1,0
09/12/2016,Randy Brown,Brian Camozzi,1,0
09/12/2016,Joseph Gigliotti,Gerald Meerschaert,2,0
09/12/2016,Andrew Sanchez,Trevor Smith,1,0
09/12/2016,Tiago dos Santos e Silva,Shane Burgos,2,0
09/12/2016,Frankie Perez,Marc Diakiese,2,0
09/12/2016,Keith Berish,Ryan Janes,2,0
09/12/2016,Juliana Lima,JJ Aldrich,1,0
10/12/2016,Max Holloway,Anthony Pettis,1,0
10/12/2016,Donald Cerrone,Matt Brown,1,0
10/12/2016,Cub Swanson,Dooho Choi,1,0
10/12/2016,Tim Kennedy,Kelvin Gastelum,2,0
10/12/2016,Jordan Mein,Emil Meek,2,0
10/12/2016,Nikita Krylov,Misha Cirkunov,2,0
10/12/2016,Olivier Aubin-Mercier,Drew Dober,1,0
10/12/2016,Valerie Letourneau,Viviane Pereira,2,1
10/12/2016,Mitch Gagnon,Matthew Lopez,2,0
10/12/2016,John Makdessi,Lando Vannata,2,0
10/12/2016,Jason Saggo,Rustam Khabilov,2,0
10/12/2016,Zach Makovsky,Dustin Ortiz,2,1
17/12/2016,Paige VanZant,Michelle Waterson-Gomez,2,0
17/12/2016,Sage Northcutt,Mickey Gall,2,0
17/12/2016,Urijah Faber,Brad Pickett,1,0
17/12/2016,Alan Jouban,Mike Perry,1,0
17/12/2016,Henrique da Silva,Paul Craig,2,0
17/12/2016,Cole Miller,Mizuto Hirota,2,0
17/12/2016,Bryan Barberena,Colby Covington,2,0
17/12/2016,James Moontasri,Alex Morono,2,0
17/12/2016,Josh Emmett,Scott Holtzman,1,0
17/12/2016,Leslie Smith,Irene Aldana,1,0
17/12/2016,Eddie Wineland,Takeya Mizugaki,1,0
17/12/2016,Hector Sandoval,Fredy Serrano,1,0
17/12/2016,Bojan Velickovic,Sultan Aliev,2,1
30/12/2016,Amanda Nunes,Ronda Rousey,1,0
30/12/2016,Dominick Cruz,Cody Garbrandt,2,0
30/12/2016,TJ Dillashaw,John Lineker,1,0
30/12/2016,Dong Hyun Kim,Tarec Saffiedine,1,1
30/12/2016,Louis Smolka,Ray Borg,2,0
30/12/2016,Johny Hendricks,Neil Magny,2,0
30/12/2016,Antonio Carlos Junior,Marvin Vettori,1,0
30/12/2016,Mike Pyle,Alex Garcia,2,0
30/12/2016,Brandon Thatch,Niko Price,2,0
30/12/2016,Alex Oliveira,Tim Means,2,1
15/1/2017,Yair Rodriguez,BJ Penn,1,0
15/1/2017,Joe Lauzon,Marcin Held,1,1
15/1/2017,Court McGee,Ben Saunders,2,0
15/1/2017,John Moraga,Sergio Pettis,2,0
15/1/2017,Devin Powell,Drakkar Klose,2,0
15/1/2017,Frankie Saenz,Augusto Mendes,2,1
15/1/2017,Aleksei Oleinik,Viktor Pesta,1,0
15/1/2017,Anthony Rocco Martin,Alex White,1,0
15/1/2017,Jocelyn Jones-Lybarger,Nina Nunes,2,0
15/1/2017,Walt Harris,Chase Sherman,1,0
15/1/2017,Bojan Mihajlovic,Joachim Christensen,2,0
15/1/2017,Dmitrii Smoliakov,Cyril Asker,2,0
28/1/2017,Valentina Shevchenko,Julianna Pena,1,0
28/1/2017,Donald Cerrone,Jorge Masvidal,2,0
28/1/2017,Andrei Arlovski,Francis Ngannou,2,0
28/1/2017,Alex Caceres,Jason Knight,2,0
28/1/2017,Nate Marquardt,Sam Alvey,2,0
28/1/2017,Raphael Assuncao,Aljamain Sterling,1,1
28/1/2017,Bobby Nash,Li Jingliang,2,0
28/1/2017,Henrique da Silva,Jordan Johnson,2,0
28/1/2017,Eric Spicely,Alessio Di Chirico,1,0
28/1/2017,Marcos Rogerio de Lima,Jeremy Kimball,1,0
28/1/2017,Alexandre Pantoja,Eric Shelton,1,1
28/1/2017,Jason Gonzalez,JC Cottrell,1,0
04/2/2017,Dennis Bermudez,Chan Sung Jung,2,0
04/2/2017,Alexa Grasso,Felice Herrig,2,0
04/2/2017,Abel Trujillo,James Vick,2,0
04/2/2017,Ovince Saint Preux,Volkan Oezdemir,2,1
04/2/2017,Anthony Hamilton,Marcel Fortuna,2,0
04/2/2017,Jessica Andrade,Angela Hill,1,0
04/2/2017,Adam Milstead,Curtis Blaydes,1,1
04/2/2017,Chas Skelly,Chris Gruetzemacher,1,0
04/2/2017,Ricardo Ramos,Michinori Tanaka,1,0
04/2/2017,Tecia Pennington,Bec Rawlings,1,0
04/2/2017,Alex Morono,Niko Price,1,1
04/2/2017,Daniel Jolly,Khalil Rountree Jr.,2,0
11/2/2017,Holly Holm,Germaine de Randamie,2,0
11/2/2017,Anderson Silva,Derek Brunson,1,0
11/2/2017,Jacare Souza,Tim Boetsch,1,0
11/2/2017,Glover Teixeira,Jared Cannonier,1,0
11/2/2017,Dustin Poirier,Jim Miller,1,0
11/2/2017,Randy Brown,Belal Muhammad,2,0
11/2/2017,Wilson Reis,Yuta Sasaki,1,0
11/2/2017,Nik Lentz,Islam Makhachev,2,0
11/2/2017,Ricky Glenn,Phillipe Nover,1,1
11/2/2017,Ryan LaFlare,Roan Carneiro,1,0
19/2/2017,Derrick Lewis,Travis Browne,1,0
19/2/2017,Johny Hendricks,Hector Lombard,1,0
19/2/2017,Sam Sicilia,Gavin Tucker,2,0
19/2/2017,Elias Theodorou,Cezar Ferreira,1,0
19/2/2017,Sara McMann,Gina Mazany,1,0
19/2/2017,Paul Felder,Alex Ricci,1,0
19/2/2017,Nordine Taleb,Santiago Ponzinibbio,2,0
19/2/2017,Carla Esparza,Randa Markos,2,1
19/2/2017,Aiemann Zahabi,Reginaldo Vieira,1,0
19/2/2017,Jack Marshman,Thiago Santos,2,0
19/2/2017,Gerald Meerschaert,Ryan Janes,1,0
04/3/2017,Tyron Woodley,Stephen Thompson,1,0
04/3/2017,Lando Vannata,David Teymur,2,0
04/3/2017,Rashad Evans,Daniel Kelly,2,1
04/3/2017,Amanda Cooper,Cynthia Calvillo,2,0
04/3/2017,Alistair Overeem,Mark Hunt,1,0
04/3/2017,Marcin Tybura,Luis Henrique,1,0
04/3/2017,Mirsad Bektic,Darren Elkins,2,0
04/3/2017,Iuri Alcantara,Luke Sanders,1,0
04/3/2017,Mark Godbeer,Daniel Spitz,1,0
04/3/2017,Tyson Pedro,Paul Craig,1,0
04/3/2017,Albert Morales,Andre Soukhamthath,1,1
11/3/2017,Vitor Belfort,Kelvin Gastelum,1,1
11/3/2017,Mauricio Rua,Gian Villante,1,0
11/3/2017,Edson Barboza,Beneil Dariush,1,0
11/3/2017,Jussier Formiga,Ray Borg,2,0
11/3/2017,Bethe Correia,Marion Reneau,3,1
11/3/2017,Alex Oliveira,Tim Means,1,0
11/3/2017,Francisco Trinaldo,Kevin Lee,2,0
11/3/2017,Sergio Moraes,Davi Ramos,1,0
11/3/2017,Rani Yahya,Joe Soto,2,0
11/3/2017,Michel Prazeres,Joshua Burkman,1,0
11/3/2017,Rony Jason,Jeremy Kennedy,2,0
11/3/2017,Garreth McLellan,Paulo Costa,2,0
18/3/2017,Jimi Manuwa,Corey Anderson,1,0
18/3/2017,Gunnar Nelson,Alan Jouban,1,0
18/3/2017,Brad Pickett,Marlon Vera,2,0
18/3/2017,Arnold Allen,Makwan Amirkhani,1,1
18/3/2017,Joe Duffy,Reza Madadi,1,0
18/3/2017,Darren Stewart,Francimar Barroso,2,0
18/3/2017,Daniel Omielanczuk,Timothy Johnson,2,1
18/3/2017,Leon Edwards,Vicente Luque,1,0
18/3/2017,Marc Diakiese,Teemu Packalen,1,0
18/3/2017,Brad Scott,Scott Askham,1,1
18/3/2017,Lina Lansberg,Lucie Pudilova,1,0
08/4/2017,Daniel Cormier,Anthony Johnson,1,0
08/4/2017,Chris Weidman,Gegard Mousasi,2,0
08/4/2017,Cynthia Calvillo,Pearl Gonzalez,1,0
08/4/2017,Thiago Alves,Patrick Cote,1,0
08/4/2017,Will Brooks,Charles Oliveira,2,0
08/4/2017,Myles Jury,Mike de la Torre,1,0
08/4/2017,Kamaru Usman,Sean Strickland,1,0
08/4/2017,Shane Burgos,Charles Rosa,1,0
08/4/2017,Patrick Cummins,Jan Blachowicz,1,0
08/4/2017,Gregor Gillespie,Andrew Holbrook,1,0
08/4/2017,Josh Emmett,Desmond Green,2,1
08/4/2017,Katlyn Cerminara,Irene Aldana,1,1
08/4/2017,Jenel Lausa,Magomed Bibulatov,2,0
15/4/2017,Demetrious Johnson,Wilson Reis,1,0
15/4/2017,Rose Namajunas,Michelle Waterson-Gomez,1,0
15/4/2017,Jacare Souza,Robert Whittaker,2,0
15/4/2017,Jeremy Stephens,Renato Moicano,2,1
15/4/2017,Alexander Volkov,Roy Nelson,1,0
15/4/2017,Patrick Williams,Tom Duquesnoy,2,0
15/4/2017,King Green,Rashid Magomedov,2,1
15/4/2017,Louis Smolka,Tim Elliott,2,0
15/4/2017,Aljamain Sterling,Augusto Mendes,1,0
15/4/2017,Devin Clark,Jake Collier,1,0
15/4/2017,Anthony Smith,Andrew Sanchez,1,0
15/4/2017,Zak Cummings,Nathan Coy,1,0
15/4/2017,Ashlee Evans-Smith,Ketlen Vieira,2,0
22/4/2017,Cub Swanson,Artem Lobov,1,0
22/4/2017,Al Iaquinta,Diego Sanchez,1,0
22/4/2017,Ovince Saint Preux,Marcos Rogerio de Lima,1,0
22/4/2017,John Dodson,Eddie Wineland,1,0
22/4/2017,Joe Lauzon,Stevie Ray,2,0
22/4/2017,Jake Ellenberger,Mike Perry,2,0
22/4/2017,Thales Leites,Sam Alvey,1,0
22/4/2017,Dustin Ortiz,Brandon Moreno,2,0
22/4/2017,Scott Holtzman,Michael McBride,1,0
22/4/2017,Jessica Penne,Danielle Taylor,2,0
22/4/2017,Alexis Davis,Cindy Dandois,1,0
22/4/2017,Bryan Barberena,Joe Proctor,1,0
22/4/2017,Hector Sandoval,Matt Schnell,1,0
13/5/2017,Stipe Miocic,Junior Dos Santos,1,0
13/5/2017,Joanna Jedrzejczyk,Jessica Andrade,1,0
13/5/2017,Demian Maia,Jorge Masvidal,1,1
13/5/2017,Frankie Edgar,Yair Rodriguez,1,0
13/5/2017,Krzysztof Jotko,David Branch,2,1
13/5/2017,Eddie Alvarez,Dustin Poirier,2,1
13/5/2017,Chas Skelly,Jason Knight,2,0
13/5/2017,Chase Sherman,Rashad Coulter,1,0
13/5/2017,James Vick,Marco Polo Reyes,1,0
13/5/2017,Jessica Aguilar,Cortney Casey,2,0
13/5/2017,Gabriel Benitez,Enrique Barzola,2,0
13/5/2017,Joachim Christensen,Gadzhimurad Antigulov,2,0
28/5/2017,Alexander Gustafsson,Glover Teixeira,1,0
28/5/2017,Volkan Oezdemir,Misha Cirkunov,1,0
28/5/2017,Peter Sobotta,Ben Saunders,1,0
28/5/2017,Abdul Razak Alhassan,Omari Akhmedov,2,1
28/5/2017,Oliver Enkamp,Nordine Taleb,2,0
28/5/2017,Jack Hermansson,Alex Nicholson,1,0
28/5/2017,Pedro Munhoz,Damian Stasiak,1,0
28/5/2017,Trevor Smith,Chris Camozzi,1,0
28/5/2017,Reza Madadi,Joaquim Silva,2,1
28/5/2017,Nicholas Musoke,Bojan Velickovic,2,0
28/5/2017,Darren Till,Jessin Ayari,1,0
28/5/2017,Marcin Held,Damir Hadzovic,2,0
03/6/2017,Jose Aldo,Max Holloway,2,0
03/6/2017,Claudia Gadelha,Karolina Kowalkiewicz,1,0
03/6/2017,Vitor Belfort,Nate Marquardt,1,0
03/6/2017,Paulo Costa,Oluwale Bamgbose,1,0
03/6/2017,Erick Silva,Yancy Medeiros,2,0
03/6/2017,Raphael Assuncao,Marlon Moraes,1,1
03/6/2017,Antonio Carlos Junior,Eric Spicely,1,0
03/6/2017,Johnny Eduardo,Matthew Lopez,2,0
03/6/2017,Iuri Alcantara,Brian Kelleher,2,0
03/6/2017,Viviane Pereira,Jamie Moyle,1,0
03/6/2017,Luan Chagas,Jim Wallhead,1,0
03/6/2017,Marco Beltran,Deiveson Figueiredo,2,0
10/6/2017,Derrick Lewis,Mark Hunt,2,0
10/6/2017,Derek Brunson,Daniel Kelly,1,0
10/6/2017,Dan Hooker,Ross Pearson,1,0
10/6/2017,Ion Cutelaba,Henrique da Silva,1,0
10/6/2017,Tim Elliott,Ben Nguyen,2,0
10/6/2017,Alexander Volkanovski,Mizuto Hirota,1,0
10/6/2017,Damien Brown,Vinc Pichel,2,0
10/6/2017,Luke Jumeau,Dominique Steele,1,0
10/6/2017,John Moraga,Ashkan Mokhtarian,1,0
10/6/2017,Kiichi Kunimoto,Zak Ottow,2,1
10/6/2017,JJ Aldrich,Chan-Mi Jeon,1,0
17/6/2017,Holly Holm,Bethe Correia,1,0
17/6/2017,Andrei Arlovski,Marcin Tybura,2,0
17/6/2017,Dong Hyun Kim,Colby Covington,2,0
17/6/2017,Tarec Saffiedine,Rafael Dos Anjos,2,0
17/6/2017,Takanori Gomi,Jon Tuck,2,0
17/6/2017,Cyril Asker,Walt Harris,2,0
17/6/2017,Alex Caceres,Rolando Dy,1,0
17/6/2017,Justin Scoggins,Yuta Sasaki,2,0
17/6/2017,Li Jingliang,Frank Camacho,1,0
17/6/2017,Kwan Ho Kwak,Russell Doane,2,0
17/6/2017,Naoki Inoue,Carls John De Tomas,1,0
17/6/2017,Ji Yeon Kim,Lucie Pudilova,2,0
25/6/2017,Michael Chiesa,Kevin Lee,2,0
25/6/2017,Tim Boetsch,Johny Hendricks,1,0
25/6/2017,Felice Herrig,Justine Kish,1,0
25/6/2017,Joachim Christensen,Dominick Reyes,2,0
25/6/2017,Tim Means,Alex Garcia,1,0
25/6/2017,BJ Penn,Dennis Siver,2,0
25/6/2017,Clay Guida,Erik Koch,1,0
25/6/2017,Vitor Miranda,Marvin Vettori,2,0
25/6/2017,Carla Esparza,Maryna Moroz,1,0
25/6/2017,Devin Powell,Darrell Horcher,2,1
25/6/2017,Jared Gordon,Michel Quinones,1,0
25/6/2017,Anthony Rocco Martin,Johnny Case,1,0
25/6/2017,Josh Stansbury,Jeremy Kimball,2,0
07/7/2017,Michael Johnson,Justin Gaethje,2,0
07/7/2017,Dhiego Lima,Jesse Taylor,2,0
07/7/2017,Marc Diakiese,Drakkar Klose,2,1
07/7/2017,Jared Cannonier,Nick Roehrick,1,0
07/7/2017,Brad Tavares,Elias Theodorou,1,0
07/7/2017,Jordan Johnson,Marcel Fortuna,1,0
07/7/2017,Angela Hill,Ashley Yoder,1,0
07/7/2017,James Krause,Tom Gallicchio,1,0
07/7/2017,Ed Herman,CB Dollaway,2,0
07/7/2017,Tecia Pennington,Juliana Lima,1,0
07/7/2017,Gray Maynard,Teruto Ishihara,1,0
08/7/2017,Yoel Romero,Robert Whittaker,2,0
08/7/2017,Fabricio Werdum,Alistair Overeem,2,0
08/7/2017,Daniel Omielanczuk,Curtis Blaydes,2,0
08/7/2017,Anthony Pettis,Jim Miller,1,0
08/7/2017,Rob Font,Douglas Silva de Andrade,1,0
08/7/2017,Travis Browne,Aleksei Oleinik,2,0
08/7/2017,Chad Laprise,Brian Camozzi,1,0
08/7/2017,Thiago Santos,Gerald Meerschaert,1,0
08/7/2017,Jordan Mein,Belal Muhammad,2,0
08/7/2017,Cody Stamann,Terrion Ware,1,0
08/7/2017,Trevin Giles,James Bochnovic,1,0
16/7/2017,Gunnar Nelson,Santiago Ponzinibbio,2,0
16/7/2017,Joanne Wood,Cynthia Calvillo,2,0
16/7/2017,Stevie Ray,Paul Felder,2,0
16/7/2017,Jack Marshman,Ryan Janes,1,0
16/7/2017,Khalil Rountree Jr.,Paul Craig,1,0
16/7/2017,James Mulheron,Justin Willis,2,0
16/7/2017,Danny Roberts,Bobby Nash,1,0
16/7/2017,Alexandre Pantoja,Neil Seery,1,0
16/7/2017,Charlie Ward,Galore Bofando,2,0
16/7/2017,Danny Henry,Daniel Teymur,1,0
16/7/2017,Brett Johns,Albert Morales,1,0
16/7/2017,Leslie Smith,Amanda Lemos,1,0
22/7/2017,Chris Weidman,Kelvin Gastelum,1,0
22/7/2017,Dennis Bermudez,Darren Elkins,2,1
22/7/2017,Patrick Cummins,Gian Villante,1,1
22/7/2017,Jimmie Rivera,Thomas Almeida,1,0
22/7/2017,Lyman Good,Elizeu Zaleski dos Santos,2,1
22/7/2017,Rafael Natal,Eryk Anders,2,0
22/7/2017,Ryan LaFlare,Alex Oliveira,2,0
22/7/2017,Damian Grabowski,Chase Sherman,2,0
22/7/2017,Kyle Bochniak,Jeremy Kennedy,2,0
22/7/2017,Brian Kelleher,Marlon Vera,2,0
22/7/2017,Timothy Johnson,Junior Albini,2,0
22/7/2017,Shane Burgos,Godofredo Pepey,1,0
22/7/2017,Frankie Perez,Chris Wade,2,0
29/7/2017,Daniel Cormier,Jon Jones,2,1
29/7/2017,Tyron Woodley,Demian Maia,1,0
29/7/2017,Cristiane Justino,Tonya Evinger,1,0
29/7/2017,Robbie Lawler,Donald Cerrone,1,0
29/7/2017,Jimi Manuwa,Volkan Oezdemir,2,0
29/7/2017,Ricardo Lamas,Jason Knight,1,0
29/7/2017,Aljamain Sterling,Renan Barao,1,0
29/7/2017,Brian Ortega,Renato Moicano,1,0
29/7/2017,Andre Fili,Calvin Kattar,2,0
29/7/2017,Kailin Curran,Aleksandra Albu,2,0
29/7/2017,Eric Shelton,Jarred Brooks,2,1
29/7/2017,Joshua Burkman,Drew Dober,2,0
05/8/2017,Sergio Pettis,Brandon Moreno,1,0
05/8/2017,Randa Markos,Alexa Grasso,2,1
05/8/2017,Alan Jouban,Niko Price,2,0
05/8/2017,Martin Bravo,Humberto Bandenay,2,0
05/8/2017,Sam Alvey,Rashad Evans,1,1
05/8/2017,Alejandro Perez,Andre Soukhamthath,1,1
05/8/2017,Brad Scott,Jack Hermansson,2,0
05/8/2017,Dustin Ortiz,Hector Sandoval,1,0
05/8/2017,Henry Briones,Rani Yahya,2,0
05/8/2017,Jose Quinonez,Diego Rivas,1,0
05/8/2017,Joseph Morales,Robert Sanchez,1,0
05/8/2017,Alvaro Herrera Mendoza,Jordan Rinaldi,2,0
02/9/2017,Alexander Volkov,Stefan Struve,1,0
02/9/2017,Siyar Bahadurzada,Rob Wilkinson,1,0
02/9/2017,Marion Reneau,Talita Bernardo,1,0
02/9/2017,Leon Edwards,Bryan Barberena,1,0
02/9/2017,Darren Till,Bojan Velickovic,1,0
02/9/2017,Mairbek Taisumov,Felipe Silva,1,0
02/9/2017,Michel Prazeres,Mads Burnell,1,0
02/9/2017,Rustam Khabilov,Desmond Green,1,0
02/9/2017,Francimar Barroso,Aleksandar Rakic,2,0
02/9/2017,Mike Santiago,Zabit Magomedsharipov,2,0
02/9/2017,Bojan Mihajlovic,Abdul-Kerim Edilov,2,0
02/9/2017,Thibault Gouti,Andrew Holbrook,1,0
09/9/2017,Amanda Nunes,Valentina Shevchenko,1,1
09/9/2017,Neil Magny,Rafael Dos Anjos,2,0
09/9/2017,Henry Cejudo,Wilson Reis,1,0
09/9/2017,Ilir Latifi,Tyson Pedro,1,0
09/9/2017,Jeremy Stephens,Gilbert Melendez,1,0
09/9/2017,Sara McMann,Ketlen Vieira,2,0
09/9/2017,Sarah Moras,Ashlee Evans-Smith,1,0
09/9/2017,Gavin Tucker,Ricky Glenn,2,0
09/9/2017,Mitch Clarke,Alex White,2,0
09/9/2017,Luis Henrique,Arjan Bhullar,2,0
09/9/2017,Kajan Johnson,Adriano Martins,1,0
16/9/2017,Luke Rockhold,David Branch,1,0
16/9/2017,Mike Perry,Alex Reyes,1,0
16/9/2017,Hector Lombard,Anthony Smith,2,0
16/9/2017,Gregor Gillespie,Jason Gonzalez,1,0
16/9/2017,Kamaru Usman,Sergio Moraes,1,0
16/9/2017,Justin Ledet,Azunna Anyanwu,1,1
16/9/2017,Anthony Rocco Martin,Olivier Aubin-Mercier,2,1
16/9/2017,Anthony Hamilton,Daniel Spitz,2,0
16/9/2017,Krzysztof Jotko,Uriah Hall,2,0
16/9/2017,Jason Saggo,Gilbert Burns,2,0
22/9/2017,Ovince Saint Preux,Yushin Okami,1,0
22/9/2017,Claudia Gadelha,Jessica Andrade,2,0
22/9/2017,Takanori Gomi,Dong Hyun Ma,2,0
22/9/2017,Gokhan Saki,Henrique da Silva,1,0
22/9/2017,Teruto Ishihara,Rolando Dy,1,0
22/9/2017,Jussier Formiga,Yuta Sasaki,1,0
22/9/2017,Keita Nakamura,Alex Morono,1,1
22/9/2017,Syuri Kondo,Chan-Mi Jeon,1,1
22/9/2017,Shinsho Anzai,Luke Jumeau,1,0
22/9/2017,Daichi Abe,Hyun Gyu Lim,1,0
07/10/2017,Tony Ferguson,Kevin Lee,1,0
07/10/2017,Demetrious Johnson,Ray Borg,1,0
07/10/2017,Fabricio Werdum,Walt Harris,1,0
07/10/2017,Mara Romero Borella,Kalindra Faria,1,0
07/10/2017,Beneil Dariush,Evan Dunham,3,1
07/10/2017,Tom Duquesnoy,Cody Stamann,2,1
07/10/2017,Lando Vannata,King Green,3,1
07/10/2017,Pearl Gonzalez,Poliana Botelho,2,0
07/10/2017,Matt Schnell,Marco Beltran,1,0
07/10/2017,John Moraga,Magomed Bibulatov,1,0
07/10/2017,Thales Leites,Brad Tavares,2,0
21/10/2017,Donald Cerrone,Darren Till,2,0
21/10/2017,Karolina Kowalkiewicz,Jodie Esquibel,1,0
21/10/2017,Jan Blachowicz,Devin Clark,1,0
21/10/2017,Oskar Piechota,Jonathan Wilson,1,0
21/10/2017,Marcin Held,Nasrat Haqparast,1,0
21/10/2017,Damian Stasiak,Brian Kelleher,2,0
21/10/2017,Sam Alvey,Ramazan Emeev,2,0
21/10/2017,Artem Lobov,Andre Fili,2,0
21/10/2017,Salim Touahri,Warlley Alves,2,0
21/10/2017,Lina Lansberg,Aspen Ladd,2,0
21/10/2017,Felipe Arantes,Josh Emmett,2,0
28/10/2017,Derek Brunson,Lyoto Machida,1,0
28/10/2017,Demian Maia,Colby Covington,2,0
28/10/2017,Pedro Munhoz,Rob Font,1,0
28/10/2017,Francisco Trinaldo,Jim Miller,1,0
28/10/2017,Thiago Santos,Jack Hermansson,1,0
28/10/2017,John Lineker,Marlon Vera,1,0
28/10/2017,Vicente Luque,Niko Price,1,0
28/10/2017,Antonio Carlos Junior,Jack Marshman,1,0
28/10/2017,Hacran Dias,Jared Gordon,2,0
28/10/2017,Elizeu Zaleski dos Santos,Max Griffin,1,0
28/10/2017,Deiveson Figueiredo,Jarred Brooks,1,1
28/10/2017,Marcelo Golm,Christian Colombo,1,0
04/11/2017,Michael Bisping,Georges St-Pierre,2,0
04/11/2017,Cody Garbrandt,TJ Dillashaw,2,0
04/11/2017,Joanna Jedrzejczyk,Rose Namajunas,2,0
04/11/2017,Stephen Thompson,Jorge Masvidal,1,0
04/11/2017,Johny Hendricks,Paulo Costa,2,0
04/11/2017,James Vick,Joe Duffy,1,0
04/11/2017,Walt Harris,Mark Godbeer,2,0
04/11/2017,Ovince Saint Preux,Corey Anderson,1,0
