,Height1,Reach1,Age 1,Knockdowns PM 1,Gets Knocked Down PM 1,Sig Strikes Landed PM 1,Sig Strikes Attempted PM 1,Sig Strikes Absorbed PM 1,Strikes Landed PM 1,Strikes Attempted PM 1,Strikes Absorbed PM 1,Strike Accuracy 1,Takedowns PM 1,Takedown Attempts PM 1,Gets Taken Down PM 1,Submission Attempts PM 1,Clinch Strikes PM 1,Clinch Strikes Taken PM 1,Grounds Strikes PM 1,Ground Strikes Taken PM 1,Height 2,Reach 2,Age 2,Knockdowns PM 2,Gets Knocked Down PM 2,Sig Strikes Landed PM 2,Sig Strikes Attempted PM 2,Sig Strikes Absorbed PM 2,Strikes Landed PM 2,Strikes Attempted PM 2,Strikes Absorbed PM 2,Strike Accuracy 2,Takedowns PM 2,Takedown Attempts PM 2,Gets Taken Down PM 2,Submission Attempts PM 2,Clinch Strikes PM 2,Clinch Strikes Taken PM 2,Grounds Strikes PM 2,Ground Strikes Taken PM 2,Win,Loss
0,190.5,79.0,36.0,0.041,0.0205,2.0513,4.2667,1.7231,2.2154,4.4513,3.7538,0.4977,0.041,0.1026,0.1436,0.0,0.6359,0.3897,0.6564,0.0821,193.0,81.0,31.0,0.0229,0.0,5.2099,9.6069,2.645,5.6336,10.0305,2.8282,0.5616,0.0573,0.2519,0.0,0.0115,0.4351,0.0687,0.0802,0.0,0.0,1.0
1,193.0,81.0,31.0,0.0229,0.0,5.2099,9.6069,2.645,5.6336,10.0305,2.8282,0.5616,0.0573,0.2519,0.0,0.0115,0.4351,0.0687,0.0802,0.0,190.5,79.0,36.0,0.041,0.0205,2.0513,4.2667,1.7231,2.2154,4.4513,3.7538,0.4977,0.041,0.1026,0.1436,0.0,0.6359,0.3897,0.6564,0.0821,1.0,0.0
2,170.2,70.0,34.0,0.0,0.0135,3.2374,6.7851,5.6385,3.6556,7.2167,7.5809,0.5065,0.0,0.054,0.027,0.0,0.2833,0.6745,0.0,1.1601,167.6,65.0,34.0,0.032,0.0,6.7982,14.6201,6.6382,6.9421,14.8121,6.6702,0.4687,0.0,0.016,0.048,0.0,0.144,0.048,0.16,0.016,1.0,0.0
3,167.6,65.0,34.0,0.032,0.0,6.7982,14.6201,6.6382,6.9421,14.8121,6.6702,0.4687,0.0,0.016,0.048,0.0,0.144,0.048,0.16,0.016,170.2,70.0,34.0,0.0,0.0135,3.2374,6.7851,5.6385,3.6556,7.2167,7.5809,0.5065,0.0,0.054,0.027,0.0,0.2833,0.6745,0.0,1.1601,0.0,1.0
4,185.4,75.0,33.0,0.0,0.0,1.5269,3.2635,0.7036,4.1916,6.4671,1.9611,0.6481,0.3144,0.4641,0.0299,0.015,0.1647,0.1347,0.8683,0.0898,180.3,75.0,29.0,0.0522,0.0174,6.6106,12.9777,7.5326,7.1151,13.4822,8.4372,0.5277,0.0,0.0,0.0348,0.0348,0.2609,0.7306,0.1392,0.2262,0.0,1.0
5,180.3,75.0,29.0,0.0522,0.0174,6.6106,12.9777,7.5326,7.1151,13.4822,8.4372,0.5277,0.0,0.0,0.0348,0.0348,0.2609,0.7306,0.1392,0.2262,185.4,75.0,33.0,0.0,0.0,1.5269,3.2635,0.7036,4.1916,6.4671,1.9611,0.6481,0.3144,0.4641,0.0299,0.015,0.1647,0.1347,0.8683,0.0898,1.0,0.0
6,154.9,60.0,31.0,0.0,0.0,3.5385,7.8615,4.0462,4.7385,9.1231,5.5385,0.5194,0.0154,0.3385,0.0769,0.0,0.5692,1.2923,0.0769,0.2308,160.0,64.0,36.0,0.0126,0.0,5.2371,10.7386,4.3433,6.1183,12.0227,5.3504,0.5089,0.0378,0.1007,0.0629,0.0126,0.9442,0.3525,0.428,0.1133,1.0,0.0
7,160.0,64.0,36.0,0.0126,0.0,5.2371,10.7386,4.3433,6.1183,12.0227,5.3504,0.5089,0.0378,0.1007,0.0629,0.0126,0.9442,0.3525,0.428,0.1133,154.9,60.0,31.0,0.0,0.0,3.5385,7.8615,4.0462,4.7385,9.1231,5.5385,0.5194,0.0154,0.3385,0.0769,0.0,0.5692,1.2923,0.0769,0.2308,0.0,1.0
8,172.7,67.0,23.0,0.0161,0.0,4.5918,10.6176,4.3018,5.6552,11.8904,6.203,0.4756,0.0322,0.0483,0.1611,0.0,0.3867,0.4511,0.1128,0.4189,170.2,68.0,30.0,0.0,0.0,6.0745,13.8462,5.5829,6.138,13.9096,6.8358,0.4413,0.0317,0.1427,0.222,0.0159,0.1586,0.2379,0.0159,0.2062,1.0,0.0
9,170.2,68.0,30.0,0.0,0.0,6.0745,13.8462,5.5829,6.138,13.9096,6.8358,0.4413,0.0317,0.1427,0.222,0.0159,0.1586,0.2379,0.0159,0.2062,172.7,67.0,23.0,0.0161,0.0,4.5918,10.6176,4.3018,5.6552,11.8904,6.203,0.4756,0.0322,0.0483,0.1611,0.0,0.3867,0.4511,0.1128,0.4189,0.0,1.0
10,182.9,76.0,33.0,0.0307,0.0307,3.1336,6.4516,3.9939,3.7174,7.1889,6.6359,0.5171,0.0307,0.1536,0.0307,0.0307,0.8909,1.9355,0.3994,0.0307,185.4,77.0,40.0,0.0163,0.0326,3.913,8.3478,4.875,5.2011,9.7337,6.4891,0.5343,0.0489,0.163,0.1467,0.0652,1.0924,1.125,0.2283,0.6359,1.0,0.0
11,185.4,77.0,40.0,0.0163,0.0326,3.913,8.3478,4.875,5.2011,9.7337,6.4891,0.5343,0.0489,0.163,0.1467,0.0652,1.0924,1.125,0.2283,0.6359,182.9,76.0,33.0,0.0307,0.0307,3.1336,6.4516,3.9939,3.7174,7.1889,6.6359,0.5171,0.0307,0.1536,0.0307,0.0307,0.8909,1.9355,0.3994,0.0307,0.0,1.0
12,160.0,64.0,35.0,0.0,0.0161,5.4061,11.9258,6.9231,6.213,12.8779,8.6821,0.4825,0.0,0.0646,0.113,0.0161,1.2265,1.291,0.0807,0.3066,165.1,67.0,38.0,0.0,0.0,2.838,8.0535,6.0921,4.74,10.2229,7.4294,0.4637,0.0892,0.5052,0.0594,0.0,0.4606,1.0698,0.208,0.2675,0.0,1.0
13,165.1,67.0,38.0,0.0,0.0,2.838,8.0535,6.0921,4.74,10.2229,7.4294,0.4637,0.0892,0.5052,0.0594,0.0,0.4606,1.0698,0.208,0.2675,160.0,64.0,35.0,0.0,0.0161,5.4061,11.9258,6.9231,6.213,12.8779,8.6821,0.4825,0.0,0.0646,0.113,0.0161,1.2265,1.291,0.0807,0.3066,1.0,0.0
14,182.9,79.0,37.0,0.0787,0.0197,3.7561,7.8663,4.3068,3.9725,8.0826,5.7424,0.4915,0.0,0.0197,0.059,0.0,0.0983,0.472,0.5113,0.059,185.4,76.0,30.0,0.0414,0.0207,7.5052,16.1888,4.1144,7.8153,16.561,4.2385,0.4719,0.0207,0.0207,0.0,0.0,0.1654,0.0207,0.2274,0.1241,0.0,1.0
15,185.4,76.0,30.0,0.0414,0.0207,7.5052,16.1888,4.1144,7.8153,16.561,4.2385,0.4719,0.0207,0.0207,0.0,0.0,0.1654,0.0207,0.2274,0.1241,182.9,79.0,37.0,0.0787,0.0197,3.7561,7.8663,4.3068,3.9725,8.0826,5.7424,0.4915,0.0,0.0197,0.059,0.0,0.0983,0.472,0.5113,0.059,1.0,0.0
16,180.3,70.0,29.0,0.0527,0.0,5.871,12.7951,4.4493,6.5029,13.5059,5.1865,0.4815,0.0527,0.1316,0.158,0.0,0.1053,0.3423,0.158,0.079,167.6,67.0,35.0,0.0944,0.0472,4.7424,11.0893,3.3032,7.6445,14.6284,3.7043,0.5226,0.1416,0.2831,0.0236,0.0236,0.4011,0.1416,1.5808,0.4955,0.0,1.0
17,167.6,67.0,35.0,0.0944,0.0472,4.7424,11.0893,3.3032,7.6445,14.6284,3.7043,0.5226,0.1416,0.2831,0.0236,0.0236,0.4011,0.1416,1.5808,0.4955,180.3,70.0,29.0,0.0527,0.0,5.871,12.7951,4.4493,6.5029,13.5059,5.1865,0.4815,0.0527,0.1316,0.158,0.0,0.1053,0.3423,0.158,0.079,1.0,0.0
18,170.2,70.0,31.0,0.0143,0.0287,3.8145,11.2141,2.8967,5.0335,12.6482,3.4273,0.398,0.043,0.1434,0.0143,0.043,0.3442,0.4589,0.1004,0.1577,172.7,75.0,33.0,0.0,0.0136,5.2536,12.2811,4.5167,5.622,12.7041,5.199,0.4425,0.0136,0.0273,0.0546,0.0136,0.1092,0.3957,0.0,0.3002,1.0,0.0
19,172.7,75.0,33.0,0.0,0.0136,5.2536,12.2811,4.5167,5.622,12.7041,5.199,0.4425,0.0136,0.0273,0.0546,0.0136,0.1092,0.3957,0.0,0.3002,170.2,70.0,31.0,0.0143,0.0287,3.8145,11.2141,2.8967,5.0335,12.6482,3.4273,0.398,0.043,0.1434,0.0143,0.043,0.3442,0.4589,0.1004,0.1577,0.0,1.0
20,177.8,70.0,29.0,0.0423,0.0,1.7342,3.4685,0.8248,5.3719,7.4445,2.3264,0.7216,0.1692,0.3172,0.0211,0.0634,0.2538,0.2115,0.6133,0.0634,175.3,70.0,26.0,0.0,0.0153,3.0268,8.1631,4.158,3.8064,9.0803,5.3962,0.4192,0.0917,0.2446,0.0611,0.0459,0.1834,0.2904,0.4586,0.1987,1.0,0.0
21,175.3,70.0,26.0,0.0,0.0153,3.0268,8.1631,4.158,3.8064,9.0803,5.3962,0.4192,0.0917,0.2446,0.0611,0.0459,0.1834,0.2904,0.4586,0.1987,177.8,70.0,29.0,0.0423,0.0,1.7342,3.4685,0.8248,5.3719,7.4445,2.3264,0.7216,0.1692,0.3172,0.0211,0.0634,0.2538,0.2115,0.6133,0.0634,0.0,1.0
22,167.6,68.0,44.0,0.0,0.0,2.4903,5.8252,4.3398,4.0194,7.4563,7.1796,0.5391,0.0728,0.1311,0.1602,0.0146,0.5534,1.3835,0.1893,0.2913,167.6,65.0,34.0,0.0139,0.0139,2.0204,5.0999,3.2327,3.8319,7.0088,4.7933,0.5467,0.0557,0.3205,0.0279,0.0836,0.2369,0.4598,0.5156,0.3623,0.0,1.0
23,167.6,65.0,34.0,0.0139,0.0139,2.0204,5.0999,3.2327,3.8319,7.0088,4.7933,0.5467,0.0557,0.3205,0.0279,0.0836,0.2369,0.4598,0.5156,0.3623,167.6,68.0,44.0,0.0,0.0,2.4903,5.8252,4.3398,4.0194,7.4563,7.1796,0.5391,0.0728,0.1311,0.1602,0.0146,0.5534,1.3835,0.1893,0.2913,1.0,0.0
24,175.3,72.0,32.0,0.0254,0.0,5.6532,10.8871,5.2467,6.949,12.2592,6.7457,0.5668,0.0381,0.2033,0.1397,0.0889,0.5082,0.3811,0.2414,0.2795,175.3,74.0,33.0,0.118,0.0169,4.9733,9.1543,4.9396,6.8278,11.1604,7.0975,0.6118,0.0,0.0337,0.0843,0.0,0.7586,1.315,0.4046,0.8092,1.0,0.0
25,175.3,74.0,33.0,0.118,0.0169,4.9733,9.1543,4.9396,6.8278,11.1604,7.0975,0.6118,0.0,0.0337,0.0843,0.0,0.7586,1.315,0.4046,0.8092,175.3,72.0,32.0,0.0254,0.0,5.6532,10.8871,5.2467,6.949,12.2592,6.7457,0.5668,0.0381,0.2033,0.1397,0.0889,0.5082,0.3811,0.2414,0.2795,0.0,1.0
26,177.8,71.0,35.0,0.0147,0.0294,3.1262,6.1791,2.6712,4.9022,8.1898,4.4472,0.5986,0.0881,0.3082,0.0294,0.0294,0.3669,0.3669,0.5577,0.4256,182.9,75.0,38.0,0.0222,0.0222,5.0714,11.5329,3.0473,5.3049,11.7887,3.3475,0.45,0.0,0.0111,0.0,0.0,0.1112,0.1557,0.1001,0.0222,1.0,0.0
27,182.9,75.0,38.0,0.0222,0.0222,5.0714,11.5329,3.0473,5.3049,11.7887,3.3475,0.45,0.0,0.0111,0.0,0.0,0.1112,0.1557,0.1001,0.0222,177.8,71.0,35.0,0.0147,0.0294,3.1262,6.1791,2.6712,4.9022,8.1898,4.4472,0.5986,0.0881,0.3082,0.0294,0.0294,0.3669,0.3669,0.5577,0.4256,0.0,1.0
28,188.0,75.0,28.0,0.0547,0.0547,3.8869,8.1022,3.75,4.5438,8.8686,4.7354,0.5123,0.0,0.0,0.219,0.0,0.9307,0.1642,0.219,0.8485,195.6,80.0,33.0,0.0165,0.0,4.134,8.7126,3.3599,4.5622,9.1573,3.5081,0.4982,0.0165,0.0494,0.0165,0.0,0.0988,0.0,0.4447,0.3129,1.0,0.0
29,195.6,80.0,33.0,0.0165,0.0,4.134,8.7126,3.3599,4.5622,9.1573,3.5081,0.4982,0.0165,0.0494,0.0165,0.0,0.0988,0.0,0.4447,0.3129,188.0,75.0,28.0,0.0547,0.0547,3.8869,8.1022,3.75,4.5438,8.8686,4.7354,0.5123,0.0,0.0,0.219,0.0,0.9307,0.1642,0.219,0.8485,0.0,1.0
30,175.3,68.0,33.0,0.0137,0.0,4.8464,13.9249,5.0512,5.5154,14.6348,6.0341,0.3769,0.0,0.0,0.0819,0.0137,0.1911,0.0546,0.0273,0.2321,167.6,68.0,31.0,0.0,0.0142,4.3515,7.5408,2.2821,11.1694,15.2658,3.8979,0.7317,0.0992,0.1559,0.085,0.0142,1.7718,0.4111,0.4819,0.3969,1.0,0.0
31,167.6,68.0,31.0,0.0,0.0142,4.3515,7.5408,2.2821,11.1694,15.2658,3.8979,0.7317,0.0992,0.1559,0.085,0.0142,1.7718,0.4111,0.4819,0.3969,175.3,68.0,33.0,0.0137,0.0,4.8464,13.9249,5.0512,5.5154,14.6348,6.0341,0.3769,0.0,0.0,0.0819,0.0137,0.1911,0.0546,0.0273,0.2321,0.0,1.0
32,188.0,75.0,37.0,0.0169,0.0,3.0566,7.9707,2.7526,6.2651,11.2637,3.7658,0.5562,0.0507,0.0844,0.2364,0.0338,0.2026,0.2702,0.3377,0.4222,180.3,76.0,35.0,0.0168,0.0168,3.9742,8.4704,4.1089,5.5066,10.2554,4.8162,0.5369,0.2021,0.3536,0.0168,0.0505,0.3368,0.5389,0.0674,0.0505,0.0,1.0
33,180.3,76.0,35.0,0.0168,0.0168,3.9742,8.4704,4.1089,5.5066,10.2554,4.8162,0.5369,0.2021,0.3536,0.0168,0.0505,0.3368,0.5389,0.0674,0.0505,188.0,75.0,37.0,0.0169,0.0,3.0566,7.9707,2.7526,6.2651,11.2637,3.7658,0.5562,0.0507,0.0844,0.2364,0.0338,0.2026,0.2702,0.3377,0.4222,1.0,0.0
34,182.9,76.0,31.0,0.07,0.0233,8.0778,17.4864,7.5642,9.4319,19.0739,7.9611,0.4945,0.0233,0.1868,0.07,0.0,0.8638,0.4436,0.5837,0.9572,185.4,73.0,27.0,0.0336,0.0,3.7427,6.8643,2.8364,4.3972,7.7203,4.4979,0.5696,0.1175,0.1678,0.0,0.0336,0.5874,0.386,0.1007,0.4699,0.0,1.0
35,185.4,73.0,27.0,0.0336,0.0,3.7427,6.8643,2.8364,4.3972,7.7203,4.4979,0.5696,0.1175,0.1678,0.0,0.0336,0.5874,0.386,0.1007,0.4699,182.9,76.0,31.0,0.07,0.0233,8.0778,17.4864,7.5642,9.4319,19.0739,7.9611,0.4945,0.0233,0.1868,0.07,0.0,0.8638,0.4436,0.5837,0.9572,1.0,0.0
36,162.6,64.0,32.0,0.0,0.0,3.4504,8.8342,3.5176,5.1018,10.687,7.7064,0.4774,0.0269,0.0537,0.094,0.0134,0.5639,0.4296,0.0403,0.0671,167.6,66.0,35.0,0.0,0.0133,4.3482,11.2815,5.1701,5.2894,12.5011,7.1586,0.4231,0.0133,0.1061,0.1193,0.0,0.6761,0.6363,0.0133,0.2519,1.0,0.0
37,167.6,66.0,35.0,0.0,0.0133,4.3482,11.2815,5.1701,5.2894,12.5011,7.1586,0.4231,0.0133,0.1061,0.1193,0.0,0.6761,0.6363,0.0133,0.2519,162.6,64.0,32.0,0.0,0.0,3.4504,8.8342,3.5176,5.1018,10.687,7.7064,0.4774,0.0269,0.0537,0.094,0.0134,0.5639,0.4296,0.0403,0.0671,0.0,1.0
38,182.9,73.0,33.0,0.0,0.0,2.8643,7.6031,2.1145,4.6038,9.5376,3.4641,0.4827,0.15,0.3299,0.12,0.015,0.4799,0.2099,0.4499,0.2099,185.4,74.0,33.0,0.0287,0.0287,3.0552,7.7026,3.3995,3.7868,8.6063,4.131,0.44,0.0143,0.1865,0.0143,0.0,0.2438,0.3729,0.1865,0.1434,0.0,1.0
39,185.4,74.0,33.0,0.0287,0.0287,3.0552,7.7026,3.3995,3.7868,8.6063,4.131,0.44,0.0143,0.1865,0.0143,0.0,0.2438,0.3729,0.1865,0.1434,182.9,73.0,33.0,0.0,0.0,2.8643,7.6031,2.1145,4.6038,9.5376,3.4641,0.4827,0.15,0.3299,0.12,0.015,0.4799,0.2099,0.4499,0.2099,1.0,0.0
40,193.0,81.0,31.0,0.0301,0.0,5.0351,9.1082,1.8487,5.6062,9.6944,2.1192,0.5783,0.0752,0.2856,0.0,0.0301,0.5711,0.1052,0.1052,0.0,200.7,80.0,32.0,0.0147,0.0147,4.9438,8.2298,2.6406,6.5281,9.8729,3.4181,0.6612,0.0293,0.0587,0.2054,0.0,0.4988,0.1027,0.2347,0.7335,1.0,0.0
41,200.7,80.0,32.0,0.0147,0.0147,4.9438,8.2298,2.6406,6.5281,9.8729,3.4181,0.6612,0.0293,0.0587,0.2054,0.0,0.4988,0.1027,0.2347,0.7335,193.0,81.0,31.0,0.0301,0.0,5.0351,9.1082,1.8487,5.6062,9.6944,2.1192,0.5783,0.0752,0.2856,0.0,0.0301,0.5711,0.1052,0.1052,0.0,0.0,1.0
42,188.0,75.0,30.0,0.0181,0.0,3.672,7.4163,2.2973,4.3774,8.2846,3.057,0.5284,0.0,0.0,0.0362,0.0,0.0724,0.1628,0.416,0.0,190.5,80.0,38.0,0.0417,0.0,2.6875,6.0417,4.3125,3.0,6.375,5.7083,0.4706,0.0833,0.2083,0.0417,0.0208,0.2917,0.625,0.0208,0.1875,1.0,0.0
43,190.5,80.0,38.0,0.0417,0.0,2.6875,6.0417,4.3125,3.0,6.375,5.7083,0.4706,0.0833,0.2083,0.0417,0.0208,0.2917,0.625,0.0208,0.1875,188.0,75.0,30.0,0.0181,0.0,3.672,7.4163,2.2973,4.3774,8.2846,3.057,0.5284,0.0,0.0,0.0362,0.0,0.0724,0.1628,0.416,0.0,0.0,1.0
44,180.3,74.0,31.0,0.0158,0.0317,3.755,10.5994,4.2461,4.3887,11.3441,5.4978,0.3869,0.1267,0.206,0.1109,0.0,0.0475,0.0475,0.1584,0.6654,170.2,69.0,36.0,0.0,0.0416,3.4119,6.7822,2.5798,7.1775,11.0264,4.2441,0.6509,0.104,0.4161,0.3537,0.104,0.1872,0.2288,1.6852,0.3953,0.0,1.0
45,170.2,69.0,36.0,0.0,0.0416,3.4119,6.7822,2.5798,7.1775,11.0264,4.2441,0.6509,0.104,0.4161,0.3537,0.104,0.1872,0.2288,1.6852,0.3953,180.3,74.0,31.0,0.0158,0.0317,3.755,10.5994,4.2461,4.3887,11.3441,5.4978,0.3869,0.1267,0.206,0.1109,0.0,0.0475,0.0475,0.1584,0.6654,1.0,0.0
46,188.0,75.0,37.0,0.0434,0.0434,6.6835,11.349,4.9693,8.0072,12.7378,5.3816,0.6286,0.0868,0.3038,0.0217,0.0217,0.6727,0.1736,0.3906,0.1085,180.3,74.0,36.0,0.0,0.0478,2.7389,7.6911,3.5828,4.1242,9.2357,5.207,0.4466,0.0159,0.207,0.1115,0.0,0.3344,0.0955,0.2229,0.5096,1.0,0.0
47,180.3,74.0,36.0,0.0,0.0478,2.7389,7.6911,3.5828,4.1242,9.2357,5.207,0.4466,0.0159,0.207,0.1115,0.0,0.3344,0.0955,0.2229,0.5096,188.0,75.0,37.0,0.0434,0.0434,6.6835,11.349,4.9693,8.0072,12.7378,5.3816,0.6286,0.0868,0.3038,0.0217,0.0217,0.6727,0.1736,0.3906,0.1085,0.0,1.0
48,177.8,75.0,33.0,0.0612,0.102,4.1224,10.7959,6.1224,4.2245,10.9388,6.6531,0.3862,0.0204,0.0408,0.1633,0.0,0.3878,0.6531,0.3265,0.9796,175.3,70.0,35.0,0.0189,0.0,3.2965,6.7256,2.7092,4.7553,8.5065,4.3764,0.559,0.0568,0.0758,0.3031,0.0189,0.3789,0.1705,0.6631,0.3789,0.0,1.0
49,175.3,70.0,35.0,0.0189,0.0,3.2965,6.7256,2.7092,4.7553,8.5065,4.3764,0.559,0.0568,0.0758,0.3031,0.0189,0.3789,0.1705,0.6631,0.3789,177.8,75.0,33.0,0.0612,0.102,4.1224,10.7959,6.1224,4.2245,10.9388,6.6531,0.3862,0.0204,0.0408,0.1633,0.0,0.3878,0.6531,0.3265,0.9796,1.0,0.0
50,170.2,72.0,34.0,0.0529,0.0529,4.7062,10.3995,4.8472,5.4642,11.2456,5.1293,0.4859,0.0,0.1058,0.0529,0.0,0.2468,0.2996,0.9518,0.0705,170.2,71.0,30.0,0.0284,0.0142,3.9507,8.5126,3.3539,4.8887,9.621,4.1071,0.5081,0.0426,0.27,0.0711,0.0,0.3553,0.2416,0.4405,0.4832,1.0,0.0
51,170.2,71.0,30.0,0.0284,0.0142,3.9507,8.5126,3.3539,4.8887,9.621,4.1071,0.5081,0.0426,0.27,0.0711,0.0,0.3553,0.2416,0.4405,0.4832,170.2,72.0,34.0,0.0529,0.0529,4.7062,10.3995,4.8472,5.4642,11.2456,5.1293,0.4859,0.0,0.1058,0.0529,0.0,0.2468,0.2996,0.9518,0.0705,0.0,1.0
52,188.0,80.0,44.0,0.0,0.0623,3.3956,6.9782,4.3302,5.7321,9.595,5.6386,0.5974,0.1246,0.1558,0.1246,0.1558,0.6854,0.6542,0.1246,1.215,190.5,78.0,26.0,0.0,0.0206,3.5802,7.1811,2.8395,7.2634,11.358,4.6502,0.6395,0.2469,0.3909,0.0412,0.0206,0.2058,0.2881,1.6667,0.5761,0.0,1.0
53,190.5,78.0,26.0,0.0,0.0206,3.5802,7.1811,2.8395,7.2634,11.358,4.6502,0.6395,0.2469,0.3909,0.0412,0.0206,0.2058,0.2881,1.6667,0.5761,188.0,80.0,44.0,0.0,0.0623,3.3956,6.9782,4.3302,5.7321,9.595,5.6386,0.5974,0.1246,0.1558,0.1246,0.1558,0.6854,0.6542,0.1246,1.215,1.0,0.0
54,172.7,70.0,28.0,0.0,0.0,4.3643,7.7351,4.0272,5.9965,9.6511,5.0384,0.6213,0.0532,0.1419,0.0177,0.0532,0.8338,0.5677,0.4967,0.2484,172.7,69.0,35.0,0.0403,0.0605,3.871,8.871,2.8024,4.3952,9.496,3.5484,0.4628,0.2016,0.3226,0.0806,0.0202,0.3024,0.1008,0.2218,0.2621,1.0,0.0
55,172.7,69.0,35.0,0.0403,0.0605,3.871,8.871,2.8024,4.3952,9.496,3.5484,0.4628,0.2016,0.3226,0.0806,0.0202,0.3024,0.1008,0.2218,0.2621,172.7,70.0,28.0,0.0,0.0,4.3643,7.7351,4.0272,5.9965,9.6511,5.0384,0.6213,0.0532,0.1419,0.0177,0.0532,0.8338,0.5677,0.4967,0.2484,0.0,1.0
56,182.9,75.0,40.0,0.0449,0.0899,4.021,6.8963,3.6615,4.5601,7.6151,7.0535,0.5988,0.0674,0.2471,0.0449,0.0225,0.8087,0.2022,0.6065,0.5841,188.0,75.0,32.0,0.0162,0.0162,2.9537,8.3744,3.9113,3.3757,8.8775,4.7714,0.3803,0.0325,0.1623,0.1136,0.0,0.0974,0.2434,0.0649,0.2272,1.0,0.0
57,188.0,75.0,32.0,0.0162,0.0162,2.9537,8.3744,3.9113,3.3757,8.8775,4.7714,0.3803,0.0325,0.1623,0.1136,0.0,0.0974,0.2434,0.0649,0.2272,182.9,75.0,40.0,0.0449,0.0899,4.021,6.8963,3.6615,4.5601,7.6151,7.0535,0.5988,0.0674,0.2471,0.0449,0.0225,0.8087,0.2022,0.6065,0.5841,0.0,1.0
58,172.7,69.0,32.0,0.0205,0.0205,4.1174,10.1809,4.6091,5.4285,11.8197,6.2069,0.4593,0.0205,0.041,0.1844,0.0615,0.4097,0.635,0.3073,0.5326,182.9,70.0,32.0,0.0133,0.0133,4.4,10.12,3.2267,5.4533,11.4,4.88,0.4784,0.0533,0.3467,0.1067,0.0267,0.8,0.6267,1.2667,0.3733,0.0,1.0
59,182.9,70.0,32.0,0.0133,0.0133,4.4,10.12,3.2267,5.4533,11.4,4.88,0.4784,0.0533,0.3467,0.1067,0.0267,0.8,0.6267,1.2667,0.3733,172.7,69.0,32.0,0.0205,0.0205,4.1174,10.1809,4.6091,5.4285,11.8197,6.2069,0.4593,0.0205,0.041,0.1844,0.0615,0.4097,0.635,0.3073,0.5326,1.0,0.0
60,193.0,80.0,32.0,0.0756,0.0,3.5663,7.6621,3.0476,3.9013,7.9971,3.8905,0.4878,0.0,0.0,0.0432,0.0216,0.0324,0.1189,0.2161,0.1729,182.9,74.0,27.0,0.0119,0.0,4.6984,9.6698,2.8594,7.19,12.897,4.2832,0.5575,0.178,0.2966,0.0237,0.0475,0.3915,0.2017,0.7831,0.0,1.0,0.0
61,182.9,74.0,27.0,0.0119,0.0,4.6984,9.6698,2.8594,7.19,12.897,4.2832,0.5575,0.178,0.2966,0.0237,0.0475,0.3915,0.2017,0.7831,0.0,193.0,80.0,32.0,0.0756,0.0,3.5663,7.6621,3.0476,3.9013,7.9971,3.8905,0.4878,0.0,0.0,0.0432,0.0216,0.0324,0.1189,0.2161,0.1729,0.0,1.0
62,165.1,68.0,33.0,0.0718,0.0,5.0259,8.3287,5.4567,5.3849,8.6877,5.8875,0.6198,0.0718,0.1436,0.1197,0.1675,0.1675,0.4069,0.8137,0.0718,170.2,70.0,27.0,0.0133,0.0,4.0809,9.6288,3.7475,5.9613,11.6293,4.8944,0.5126,0.0934,0.1734,0.0934,0.0267,0.0934,0.0934,0.3868,0.4001,0.0,1.0
63,170.2,70.0,27.0,0.0133,0.0,4.0809,9.6288,3.7475,5.9613,11.6293,4.8944,0.5126,0.0934,0.1734,0.0934,0.0267,0.0934,0.0934,0.3868,0.4001,165.1,68.0,33.0,0.0718,0.0,5.0259,8.3287,5.4567,5.3849,8.6877,5.8875,0.6198,0.0718,0.1436,0.1197,0.1675,0.1675,0.4069,0.8137,0.0718,1.0,0.0
64,188.0,74.0,29.0,0.0235,0.0,3.1425,6.5077,2.0403,4.1274,7.6803,3.4122,0.5374,0.0704,0.2345,0.0586,0.0,0.598,0.2228,0.4573,0.0117,182.9,76.0,36.0,0.0126,0.0631,6.9823,13.8889,6.4268,10.4545,17.7778,7.1591,0.5881,0.0379,0.1389,0.0253,0.0253,1.8308,0.8838,0.3283,0.5682,1.0,0.0
65,182.9,76.0,36.0,0.0126,0.0631,6.9823,13.8889,6.4268,10.4545,17.7778,7.1591,0.5881,0.0379,0.1389,0.0253,0.0253,1.8308,0.8838,0.3283,0.5682,188.0,74.0,29.0,0.0235,0.0,3.1425,6.5077,2.0403,4.1274,7.6803,3.4122,0.5374,0.0704,0.2345,0.0586,0.0,0.598,0.2228,0.4573,0.0117,0.0,1.0
66,185.4,72.0,43.0,0.0,0.0338,1.7428,3.8748,2.775,3.4349,5.6345,4.2132,0.6096,0.1184,0.5076,0.0677,0.0508,0.3046,0.22,0.0846,0.4907,180.3,72.0,33.0,0.0,0.0,5.063,10.8492,3.9539,7.0721,13.7744,4.1468,0.5134,0.1125,0.5304,0.0161,0.0161,0.4018,0.3054,0.2893,0.0,0.0,1.0
67,180.3,72.0,33.0,0.0,0.0,5.063,10.8492,3.9539,7.0721,13.7744,4.1468,0.5134,0.1125,0.5304,0.0161,0.0161,0.4018,0.3054,0.2893,0.0,185.4,72.0,43.0,0.0,0.0338,1.7428,3.8748,2.775,3.4349,5.6345,4.2132,0.6096,0.1184,0.5076,0.0677,0.0508,0.3046,0.22,0.0846,0.4907,1.0,0.0
