,Height1,Reach1,Age 1,Knockdowns PM 1,Gets Knocked Down PM 1,Sig Strikes Landed PM 1,Sig Strikes Attempted PM 1,Sig Strikes Absorbed PM 1,Strikes Landed PM 1,Strikes Attempted PM 1,Strikes Absorbed PM 1,Strike Accuracy 1,Takedowns PM 1,Takedown Attempts PM 1,Gets Taken Down PM 1,Submission Attempts PM 1,Clinch Strikes PM 1,Clinch Strikes Taken PM 1,Grounds Strikes PM 1,Ground Strikes Taken PM 1,Height 2,Reach 2,Age 2,Knockdowns PM 2,Gets Knocked Down PM 2,Sig Strikes Landed PM 2,Sig Strikes Attempted PM 2,Sig Strikes Absorbed PM 2,Strikes Landed PM 2,Strikes Attempted PM 2,Strikes Absorbed PM 2,Strike Accuracy 2,Takedowns PM 2,Takedown Attempts PM 2,Gets Taken Down PM 2,Submission Attempts PM 2,Clinch Strikes PM 2,Clinch Strikes Taken PM 2,Grounds Strikes PM 2,Ground Strikes Taken PM 2,Win,Loss
1300,190.5,79.0,32.0,0.0408,0.0,2.9806,5.9,0.9391,3.2664,6.2266,3.5318,0.5246,0.0408,0.0817,0.245,0.0,0.7145,0.1837,1.1841,0.1837,177.8,72.0,43.0,0.0356,0.0178,1.5476,3.8423,4.0735,2.4904,4.874,10.1038,0.5109,0.0,0.0,0.1779,0.0,0.2135,0.5692,0.0712,1.7788,0.0,1.0
1301,177.8,72.0,43.0,0.0356,0.0178,1.5476,3.8423,4.0735,2.4904,4.874,10.1038,0.5109,0.0,0.0,0.1779,0.0,0.2135,0.5692,0.0712,1.7788,190.5,79.0,32.0,0.0408,0.0,2.9806,5.9,0.9391,3.2664,6.2266,3.5318,0.5246,0.0408,0.0817,0.245,0.0,0.7145,0.1837,1.1841,0.1837,1.0,0.0
1302,185.4,77.0,33.0,0.0388,0.0388,4.932,9.5534,3.1456,9.2427,14.6796,3.8447,0.6296,0.0777,0.6602,0.0,0.0,1.9806,0.6602,0.932,0.4272,182.9,70.0,39.0,0.0,0.0174,3.7446,8.9173,3.9536,6.0958,11.6343,4.8244,0.524,0.1567,0.4528,0.0522,0.0,0.5399,0.6444,0.9405,0.1567,1.0,0.0
1303,182.9,70.0,39.0,0.0,0.0174,3.7446,8.9173,3.9536,6.0958,11.6343,4.8244,0.524,0.1567,0.4528,0.0522,0.0,0.5399,0.6444,0.9405,0.1567,185.4,77.0,33.0,0.0388,0.0388,4.932,9.5534,3.1456,9.2427,14.6796,3.8447,0.6296,0.0777,0.6602,0.0,0.0,1.9806,0.6602,0.932,0.4272,0.0,1.0
1304,182.9,75.0,27.0,0.018,0.0,3.4342,8.7204,5.0165,5.3761,10.9679,5.9155,0.4902,0.018,0.0539,0.1978,0.018,0.7552,0.5214,0.1079,0.2158,172.7,69.0,32.0,0.0,0.0133,2.9867,7.8,4.9467,3.48,8.3733,5.6933,0.4156,0.0533,0.0933,0.0533,0.0,0.3733,0.7867,0.04,0.24,1.0,0.0
1305,172.7,69.0,32.0,0.0,0.0133,2.9867,7.8,4.9467,3.48,8.3733,5.6933,0.4156,0.0533,0.0933,0.0533,0.0,0.3733,0.7867,0.04,0.24,182.9,75.0,27.0,0.018,0.0,3.4342,8.7204,5.0165,5.3761,10.9679,5.9155,0.4902,0.018,0.0539,0.1978,0.018,0.7552,0.5214,0.1079,0.2158,0.0,1.0
1306,170.2,70.0,30.0,0.0108,0.0108,3.0038,7.2655,2.3748,3.6002,7.8836,2.993,0.4567,0.0759,0.0868,0.0217,0.0217,0.0868,0.1952,0.1518,0.1084,180.3,69.0,25.0,0.0165,0.0,5.7899,12.225,3.7221,6.4185,12.8701,4.0364,0.4987,0.0496,0.0496,0.0,0.0827,0.6121,0.182,0.4301,0.0165,0.0,1.0
1307,180.3,69.0,25.0,0.0165,0.0,5.7899,12.225,3.7221,6.4185,12.8701,4.0364,0.4987,0.0496,0.0496,0.0,0.0827,0.6121,0.182,0.4301,0.0165,170.2,70.0,30.0,0.0108,0.0108,3.0038,7.2655,2.3748,3.6002,7.8836,2.993,0.4567,0.0759,0.0868,0.0217,0.0217,0.0868,0.1952,0.1518,0.1084,1.0,0.0
1308,182.9,74.0,40.0,0.0471,0.0943,2.1681,4.8075,8.0597,2.3095,5.0903,9.3323,0.4537,0.0,0.0,0.1414,0.0,0.6127,0.7541,0.2828,4.9961,182.9,74.0,38.0,0.0456,0.0456,2.1209,4.4014,3.2383,3.3523,5.7469,5.1311,0.5833,0.0684,0.1368,0.0228,0.0,0.2509,0.3421,0.114,0.3877,1.0,0.0
1309,182.9,74.0,38.0,0.0456,0.0456,2.1209,4.4014,3.2383,3.3523,5.7469,5.1311,0.5833,0.0684,0.1368,0.0228,0.0,0.2509,0.3421,0.114,0.3877,182.9,74.0,40.0,0.0471,0.0943,2.1681,4.8075,8.0597,2.3095,5.0903,9.3323,0.4537,0.0,0.0,0.1414,0.0,0.6127,0.7541,0.2828,4.9961,0.0,1.0
1310,182.9,74.0,33.0,0.0243,0.073,2.6996,5.8614,3.4293,3.1617,6.3964,5.1561,0.4943,0.0973,0.1702,0.1459,0.0973,0.1216,0.2919,0.5107,0.6323,177.8,75.0,29.0,0.1161,0.0464,4.1563,13.1656,6.7337,4.6207,13.6533,7.5697,0.3384,0.0,0.0464,0.0697,0.0464,0.1625,0.9056,0.2554,0.3019,0.0,1.0
1311,177.8,75.0,29.0,0.1161,0.0464,4.1563,13.1656,6.7337,4.6207,13.6533,7.5697,0.3384,0.0,0.0464,0.0697,0.0464,0.1625,0.9056,0.2554,0.3019,182.9,74.0,33.0,0.0243,0.073,2.6996,5.8614,3.4293,3.1617,6.3964,5.1561,0.4943,0.0973,0.1702,0.1459,0.0973,0.1216,0.2919,0.5107,0.6323,1.0,0.0
1312,195.6,79.0,30.0,0.0272,0.0136,4.2284,9.5853,4.6907,5.8872,11.448,6.3086,0.5143,0.0952,0.2991,0.0272,0.0,0.3263,0.8566,0.5438,0.3263,188.0,76.0,37.0,0.0275,0.0275,3.7929,6.9812,2.6111,8.4654,12.8905,3.4631,0.6567,0.2199,0.3573,0.1099,0.055,0.3023,0.6596,1.3193,0.1374,1.0,0.0
1313,188.0,76.0,37.0,0.0275,0.0275,3.7929,6.9812,2.6111,8.4654,12.8905,3.4631,0.6567,0.2199,0.3573,0.1099,0.055,0.3023,0.6596,1.3193,0.1374,195.6,79.0,30.0,0.0272,0.0136,4.2284,9.5853,4.6907,5.8872,11.448,6.3086,0.5143,0.0952,0.2991,0.0272,0.0,0.3263,0.8566,0.5438,0.3263,0.0,1.0
1314,182.9,75.0,30.0,0.02,0.02,2.5417,6.4443,3.022,4.9633,9.0861,4.8833,0.5463,0.1601,0.3402,0.0,0.04,0.0801,0.3202,0.5003,0.3202,188.0,77.0,34.0,0.0,0.0507,4.2043,9.7003,4.8881,7.4209,13.3474,6.0532,0.556,0.0253,0.0253,0.1266,0.0507,0.6585,0.7345,0.2786,0.7092,1.0,0.0
1315,188.0,77.0,34.0,0.0,0.0507,4.2043,9.7003,4.8881,7.4209,13.3474,6.0532,0.556,0.0253,0.0253,0.1266,0.0507,0.6585,0.7345,0.2786,0.7092,182.9,75.0,30.0,0.02,0.02,2.5417,6.4443,3.022,4.9633,9.0861,4.8833,0.5463,0.1601,0.3402,0.0,0.04,0.0801,0.3202,0.5003,0.3202,0.0,1.0
1316,190.5,75.0,36.0,0.0165,0.0165,3.2718,5.7835,2.4621,6.7915,9.6007,3.0405,0.7074,0.1157,0.2644,0.033,0.0661,0.8593,0.8923,1.2063,0.0661,188.0,75.0,30.0,0.0171,0.0,3.5103,6.5411,3.1507,4.726,8.1164,5.0514,0.5823,0.0685,0.0856,0.1884,0.0342,0.5651,0.7363,0.1199,0.4966,1.0,0.0
1317,188.0,75.0,30.0,0.0171,0.0,3.5103,6.5411,3.1507,4.726,8.1164,5.0514,0.5823,0.0685,0.0856,0.1884,0.0342,0.5651,0.7363,0.1199,0.4966,190.5,75.0,36.0,0.0165,0.0165,3.2718,5.7835,2.4621,6.7915,9.6007,3.0405,0.7074,0.1157,0.2644,0.033,0.0661,0.8593,0.8923,1.2063,0.0661,0.0,1.0
1318,193.0,80.0,34.0,0.0358,0.0358,4.775,8.5663,3.3443,9.4426,13.8778,3.8808,0.6804,0.1431,0.4829,0.0179,0.0,0.608,0.2325,1.3949,0.0894,193.0,77.0,33.0,0.0309,0.0206,4.3431,8.7376,3.6021,4.7444,9.1801,5.3516,0.5168,0.0206,0.0309,0.0309,0.0103,0.3293,0.8851,0.1235,0.1852,1.0,0.0
1319,193.0,77.0,33.0,0.0309,0.0206,4.3431,8.7376,3.6021,4.7444,9.1801,5.3516,0.5168,0.0206,0.0309,0.0309,0.0103,0.3293,0.8851,0.1235,0.1852,193.0,80.0,34.0,0.0358,0.0358,4.775,8.5663,3.3443,9.4426,13.8778,3.8808,0.6804,0.1431,0.4829,0.0179,0.0,0.608,0.2325,1.3949,0.0894,0.0,1.0
1320,167.6,65.0,29.0,0.0,0.0101,7.5621,14.5971,2.4835,8.3021,15.4486,3.2235,0.5374,0.0203,0.0304,0.0608,0.0,1.3178,0.3447,0.1318,0.1216,154.9,62.0,25.0,0.0,0.019,6.8338,13.5343,3.5787,10.0317,17.1129,4.5495,0.5862,0.2094,0.2855,0.0381,0.0381,2.2462,1.2754,0.8566,0.1332,1.0,0.0
1321,154.9,62.0,25.0,0.0,0.019,6.8338,13.5343,3.5787,10.0317,17.1129,4.5495,0.5862,0.2094,0.2855,0.0381,0.0381,2.2462,1.2754,0.8566,0.1332,167.6,65.0,29.0,0.0,0.0101,7.5621,14.5971,2.4835,8.3021,15.4486,3.2235,0.5374,0.0203,0.0304,0.0608,0.0,1.3178,0.3447,0.1318,0.1216,0.0,1.0
1322,185.4,72.0,39.0,0.0,0.0,1.7743,2.5681,0.5914,6.5525,8.2957,1.5875,0.7899,0.2023,0.5447,0.0156,0.1089,0.0623,0.0,1.4475,0.1556,180.3,74.0,32.0,0.0461,0.0,5.2241,10.7247,3.4264,7.9129,13.6901,4.4558,0.578,0.0461,0.1229,0.0922,0.0461,1.0755,0.4609,0.4149,0.0307,1.0,0.0
1323,180.3,74.0,32.0,0.0461,0.0,5.2241,10.7247,3.4264,7.9129,13.6901,4.4558,0.578,0.0461,0.1229,0.0922,0.0461,1.0755,0.4609,0.4149,0.0307,185.4,72.0,39.0,0.0,0.0,1.7743,2.5681,0.5914,6.5525,8.2957,1.5875,0.7899,0.2023,0.5447,0.0156,0.1089,0.0623,0.0,1.4475,0.1556,0.0,1.0
1324,167.6,68.0,35.0,0.0108,0.0108,3.3333,9.0043,2.132,5.2922,11.3745,2.5866,0.4653,0.184,0.5628,0.0,0.0433,0.3247,0.119,0.8333,0.0433,180.3,71.0,24.0,0.0296,0.0,4.5528,10.4361,1.9956,5.6615,11.7664,3.6068,0.4812,0.0887,0.2069,0.1183,0.0296,0.3104,0.1626,0.7982,0.34,1.0,0.0
1325,180.3,71.0,24.0,0.0296,0.0,4.5528,10.4361,1.9956,5.6615,11.7664,3.6068,0.4812,0.0887,0.2069,0.1183,0.0296,0.3104,0.1626,0.7982,0.34,167.6,68.0,35.0,0.0108,0.0108,3.3333,9.0043,2.132,5.2922,11.3745,2.5866,0.4653,0.184,0.5628,0.0,0.0433,0.3247,0.119,0.8333,0.0433,0.0,1.0
1326,175.3,69.0,33.0,0.0,0.0703,3.0765,7.2253,3.9555,4.2543,8.6844,6.2408,0.4899,0.1758,0.6505,0.0,0.0,0.7208,0.5098,0.1055,0.1934,175.3,72.0,28.0,0.1078,0.027,6.4151,12.5876,3.8814,7.7628,14.0162,4.8518,0.5538,0.2156,0.3235,0.027,0.027,1.2399,0.593,1.0512,0.2156,0.0,1.0
1327,175.3,72.0,28.0,0.1078,0.027,6.4151,12.5876,3.8814,7.7628,14.0162,4.8518,0.5538,0.2156,0.3235,0.027,0.027,1.2399,0.593,1.0512,0.2156,175.3,69.0,33.0,0.0,0.0703,3.0765,7.2253,3.9555,4.2543,8.6844,6.2408,0.4899,0.1758,0.6505,0.0,0.0,0.7208,0.5098,0.1055,0.1934,1.0,0.0
1328,177.8,70.0,30.0,0.0823,0.0,5.1646,13.1687,4.1152,5.6379,13.7037,4.4444,0.4114,0.0412,0.2881,0.0,0.0412,0.2263,0.0206,0.2675,0.1029,177.8,72.0,35.0,0.0,0.0326,2.6533,7.0971,3.516,3.516,8.025,4.3299,0.4381,0.0488,0.2116,0.0651,0.0,0.293,0.6023,0.5209,0.1953,1.0,0.0
1329,177.8,72.0,35.0,0.0,0.0326,2.6533,7.0971,3.516,3.516,8.025,4.3299,0.4381,0.0488,0.2116,0.0651,0.0,0.293,0.6023,0.5209,0.1953,177.8,70.0,30.0,0.0823,0.0,5.1646,13.1687,4.1152,5.6379,13.7037,4.4444,0.4114,0.0412,0.2881,0.0,0.0412,0.2263,0.0206,0.2675,0.1029,0.0,1.0
1330,190.5,80.0,34.0,0.0,0.0132,2.9947,7.1636,3.7203,3.905,8.219,5.3298,0.4751,0.0396,0.1583,0.1055,0.0,0.4485,0.5013,0.409,0.7652,185.4,75.0,32.0,0.1585,0.0,5.2312,8.1638,2.2985,11.4927,15.0594,3.4875,0.7632,0.0,0.0,0.0793,0.2378,0.7926,0.7926,2.2985,0.317,1.0,0.0
1331,185.4,75.0,32.0,0.1585,0.0,5.2312,8.1638,2.2985,11.4927,15.0594,3.4875,0.7632,0.0,0.0,0.0793,0.2378,0.7926,0.7926,2.2985,0.317,190.5,80.0,34.0,0.0,0.0132,2.9947,7.1636,3.7203,3.905,8.219,5.3298,0.4751,0.0396,0.1583,0.1055,0.0,0.4485,0.5013,0.409,0.7652,0.0,1.0
1332,160.0,66.0,32.0,0.0264,0.0,3.0813,6.5065,3.0152,3.9674,7.4851,4.0467,0.53,0.0529,0.1719,0.0529,0.0,0.4893,0.5554,0.0793,0.0,170.2,69.0,33.0,0.0912,0.0228,3.7172,12.2007,3.7172,4.1733,12.6568,4.2873,0.3297,0.0,0.0684,0.0228,0.0,0.2281,0.2737,0.7298,0.0456,1.0,0.0
1333,170.2,69.0,33.0,0.0912,0.0228,3.7172,12.2007,3.7172,4.1733,12.6568,4.2873,0.3297,0.0,0.0684,0.0228,0.0,0.2281,0.2737,0.7298,0.0456,160.0,66.0,32.0,0.0264,0.0,3.0813,6.5065,3.0152,3.9674,7.4851,4.0467,0.53,0.0529,0.1719,0.0529,0.0,0.4893,0.5554,0.0793,0.0,0.0,1.0
1334,177.8,71.0,33.0,0.0204,0.0,3.1193,7.5433,4.9541,4.7503,9.317,5.9123,0.5098,0.1019,0.2039,0.1223,0.0408,0.8563,1.0194,0.5097,0.0815,177.8,70.0,27.0,0.0185,0.0,2.755,6.6379,1.812,4.1233,8.0986,3.0693,0.5091,0.037,0.074,0.0924,0.0555,0.1109,0.0555,0.5732,0.074,0.0,1.0
1335,177.8,70.0,27.0,0.0185,0.0,2.755,6.6379,1.812,4.1233,8.0986,3.0693,0.5091,0.037,0.074,0.0924,0.0555,0.1109,0.0555,0.5732,0.074,177.8,71.0,33.0,0.0204,0.0,3.1193,7.5433,4.9541,4.7503,9.317,5.9123,0.5098,0.1019,0.2039,0.1223,0.0408,0.8563,1.0194,0.5097,0.0815,1.0,0.0
1336,185.4,78.0,35.0,0.0,0.013,2.0335,5.1097,3.5455,2.3984,5.592,4.7317,0.4289,0.1043,0.4562,0.013,0.0521,0.2998,0.2998,0.2868,0.5214,188.0,75.0,31.0,0.0347,0.0,3.2958,6.8343,3.1049,3.8682,7.5282,4.51,0.5138,0.0,0.052,0.0173,0.0173,0.5898,0.3643,0.2428,0.0,1.0,0.0
1337,188.0,75.0,31.0,0.0347,0.0,3.2958,6.8343,3.1049,3.8682,7.5282,4.51,0.5138,0.0,0.052,0.0173,0.0173,0.5898,0.3643,0.2428,0.0,185.4,78.0,35.0,0.0,0.013,2.0335,5.1097,3.5455,2.3984,5.592,4.7317,0.4289,0.1043,0.4562,0.013,0.0521,0.2998,0.2998,0.2868,0.5214,0.0,1.0
1338,182.9,72.0,28.0,0.015,0.0,5.1729,10.7368,4.2256,8.0602,13.9248,4.8722,0.5788,0.0301,0.0752,0.2406,0.015,1.0376,0.6015,0.6015,0.1504,177.8,72.0,32.0,0.0223,0.0445,4.0727,10.8828,3.7166,4.3175,11.2166,4.3843,0.3849,0.0,0.0,0.0668,0.089,0.5786,0.8902,0.1335,0.2003,1.0,0.0
1339,177.8,72.0,32.0,0.0223,0.0445,4.0727,10.8828,3.7166,4.3175,11.2166,4.3843,0.3849,0.0,0.0,0.0668,0.089,0.5786,0.8902,0.1335,0.2003,182.9,72.0,28.0,0.015,0.0,5.1729,10.7368,4.2256,8.0602,13.9248,4.8722,0.5788,0.0301,0.0752,0.2406,0.015,1.0376,0.6015,0.6015,0.1504,0.0,1.0
1340,160.0,66.0,31.0,0.0117,0.0,2.6969,4.9951,1.4657,5.6283,8.079,3.5177,0.6967,0.2814,0.5042,0.0821,0.0704,0.8091,0.469,0.3518,0.0117,162.6,65.0,32.0,0.0,0.0398,2.5257,6.3242,2.2075,4.3354,8.5913,3.6593,0.5046,0.3779,0.9546,0.0994,0.0795,0.4574,0.2585,0.537,0.2983,1.0,0.0
1341,162.6,65.0,32.0,0.0,0.0398,2.5257,6.3242,2.2075,4.3354,8.5913,3.6593,0.5046,0.3779,0.9546,0.0994,0.0795,0.4574,0.2585,0.537,0.2983,160.0,66.0,31.0,0.0117,0.0,2.6969,4.9951,1.4657,5.6283,8.079,3.5177,0.6967,0.2814,0.5042,0.0821,0.0704,0.8091,0.469,0.3518,0.0117,0.0,1.0
1342,185.4,72.0,37.0,0.0,0.0248,2.8241,4.7069,2.2048,4.4591,6.6391,3.815,0.6716,0.1982,0.5698,0.0,0.0743,0.1982,0.1982,1.4121,0.6193,182.9,73.0,26.0,0.094,0.0,5.8262,11.6523,3.6648,7.0243,12.8974,4.1582,0.5446,0.047,0.094,0.0,0.0,0.5403,0.4464,0.8692,0.094,0.0,1.0
1343,182.9,73.0,26.0,0.094,0.0,5.8262,11.6523,3.6648,7.0243,12.8974,4.1582,0.5446,0.047,0.094,0.0,0.0,0.5403,0.4464,0.8692,0.094,185.4,72.0,37.0,0.0,0.0248,2.8241,4.7069,2.2048,4.4591,6.6391,3.815,0.6716,0.1982,0.5698,0.0,0.0743,0.1982,0.1982,1.4121,0.6193,1.0,0.0
1344,177.8,71.0,30.0,0.0193,0.0387,4.3506,9.494,4.1766,4.6987,9.8614,5.0661,0.4765,0.058,0.1934,0.0387,0.0,0.2707,0.3094,0.0387,0.3674,175.3,70.0,32.0,0.0667,0.0,4.2829,8.2455,2.6551,5.5103,9.6731,3.002,0.5697,0.0534,0.0801,0.04,0.0133,0.5737,0.6671,0.2802,0.0,0.0,1.0
1345,175.3,70.0,32.0,0.0667,0.0,4.2829,8.2455,2.6551,5.5103,9.6731,3.002,0.5697,0.0534,0.0801,0.04,0.0133,0.5737,0.6671,0.2802,0.0,177.8,71.0,30.0,0.0193,0.0387,4.3506,9.494,4.1766,4.6987,9.8614,5.0661,0.4765,0.058,0.1934,0.0387,0.0,0.2707,0.3094,0.0387,0.3674,1.0,0.0
1346,175.3,68.0,26.0,0.0,0.0195,3.534,5.916,1.3667,5.4084,7.9857,3.6121,0.6773,0.1952,0.3905,0.1757,0.2929,0.2148,0.2538,2.5382,0.6443,170.2,66.0,30.0,0.0,0.0,3.3318,7.1223,1.7401,8.5117,13.0171,3.3049,0.6539,0.2158,0.2563,0.1619,0.0674,0.634,0.2158,1.0791,0.2698,0.0,1.0
1347,170.2,66.0,30.0,0.0,0.0,3.3318,7.1223,1.7401,8.5117,13.0171,3.3049,0.6539,0.2158,0.2563,0.1619,0.0674,0.634,0.2158,1.0791,0.2698,175.3,68.0,26.0,0.0,0.0195,3.534,5.916,1.3667,5.4084,7.9857,3.6121,0.6773,0.1952,0.3905,0.1757,0.2929,0.2148,0.2538,2.5382,0.6443,1.0,0.0
1348,180.3,72.0,38.0,0.0,0.0218,3.3212,6.9155,2.8186,7.1122,11.2309,3.5615,0.6333,0.1202,0.295,0.0546,0.0546,0.7975,0.7101,0.9395,0.0655,188.0,78.0,33.0,0.1817,0.0,4.2241,7.2672,1.9076,5.4504,8.6298,4.0424,0.6316,0.1363,0.1817,0.1363,0.0,0.9084,0.2725,1.5443,0.6813,1.0,0.0
1349,188.0,78.0,33.0,0.1817,0.0,4.2241,7.2672,1.9076,5.4504,8.6298,4.0424,0.6316,0.1363,0.1817,0.1363,0.0,0.9084,0.2725,1.5443,0.6813,180.3,72.0,38.0,0.0,0.0218,3.3212,6.9155,2.8186,7.1122,11.2309,3.5615,0.6333,0.1202,0.295,0.0546,0.0546,0.7975,0.7101,0.9395,0.0655,0.0,1.0
1350,188.0,78.0,33.0,0.0159,0.0159,3.0438,6.5657,3.6335,4.0159,7.7291,4.8127,0.5196,0.1753,0.4781,0.0637,0.0159,0.2709,0.4622,1.0677,1.3227,188.0,76.0,32.0,0.0268,0.0268,5.257,10.2727,1.6093,6.8127,12.2038,1.797,0.5582,0.1341,0.2414,0.0,0.0268,0.6974,0.0536,1.5288,0.4023,0.0,1.0
1351,188.0,76.0,32.0,0.0268,0.0268,5.257,10.2727,1.6093,6.8127,12.2038,1.797,0.5582,0.1341,0.2414,0.0,0.0268,0.6974,0.0536,1.5288,0.4023,188.0,78.0,33.0,0.0159,0.0159,3.0438,6.5657,3.6335,4.0159,7.7291,4.8127,0.5196,0.1753,0.4781,0.0637,0.0159,0.2709,0.4622,1.0677,1.3227,1.0,0.0
1352,175.3,70.0,33.0,0.0167,0.0167,4.528,10.0752,4.6282,5.33,10.9774,5.6307,0.4855,0.0334,0.0668,0.117,0.0167,0.2673,0.3175,0.1671,0.4511,180.3,75.0,37.0,0.0332,0.0664,3.6846,6.971,3.5519,6.3568,10.0083,4.9627,0.6352,0.0498,0.332,0.0996,0.0332,0.6141,0.5643,0.7801,0.4149,1.0,0.0
1353,180.3,75.0,37.0,0.0332,0.0664,3.6846,6.971,3.5519,6.3568,10.0083,4.9627,0.6352,0.0498,0.332,0.0996,0.0332,0.6141,0.5643,0.7801,0.4149,175.3,70.0,33.0,0.0167,0.0167,4.528,10.0752,4.6282,5.33,10.9774,5.6307,0.4855,0.0334,0.0668,0.117,0.0167,0.2673,0.3175,0.1671,0.4511,0.0,1.0
1354,177.8,73.0,28.0,0.0202,0.0,1.9751,5.7037,1.8744,2.3178,6.2277,2.6806,0.3722,0.1612,0.3426,0.0403,0.0,0.0806,0.1008,0.2015,0.3628,180.3,71.0,30.0,0.0436,0.0436,3.3115,6.9281,3.9651,7.1024,11.0675,6.3181,0.6417,0.0,0.1743,0.1307,0.0,0.8279,1.7865,0.61,0.0,1.0,0.0
1355,180.3,71.0,30.0,0.0436,0.0436,3.3115,6.9281,3.9651,7.1024,11.0675,6.3181,0.6417,0.0,0.1743,0.1307,0.0,0.8279,1.7865,0.61,0.0,177.8,73.0,28.0,0.0202,0.0,1.9751,5.7037,1.8744,2.3178,6.2277,2.6806,0.3722,0.1612,0.3426,0.0403,0.0,0.0806,0.1008,0.2015,0.3628,0.0,1.0
1356,188.0,76.0,36.0,0.0,0.0479,4.0751,8.0304,3.2841,6.9756,11.6021,3.6197,0.6012,0.4075,0.7911,0.024,0.0,0.5753,0.2157,2.0615,0.5034,188.0,78.0,34.0,0.0,0.0,3.276,6.6487,3.4535,4.9704,8.6821,7.0845,0.5725,0.0807,0.1452,0.1291,0.0161,0.7423,0.5003,0.8876,1.6138,1.0,0.0
1357,188.0,78.0,34.0,0.0,0.0,3.276,6.6487,3.4535,4.9704,8.6821,7.0845,0.5725,0.0807,0.1452,0.1291,0.0161,0.7423,0.5003,0.8876,1.6138,188.0,76.0,36.0,0.0,0.0479,4.0751,8.0304,3.2841,6.9756,11.6021,3.6197,0.6012,0.4075,0.7911,0.024,0.0,0.5753,0.2157,2.0615,0.5034,0.0,1.0
1358,185.4,79.0,37.0,0.0227,0.0454,3.2665,5.6257,3.1531,4.2647,6.7826,4.2873,0.6288,0.0,0.2042,0.1134,0.0227,1.2703,1.0435,0.0,0.1815,190.5,79.0,27.0,0.0,0.0296,4.7337,10.0296,1.9822,7.8698,13.7426,2.8846,0.5727,0.2959,0.5325,0.0296,0.0,0.5621,0.4882,2.0118,0.1627,1.0,0.0
1359,190.5,79.0,27.0,0.0,0.0296,4.7337,10.0296,1.9822,7.8698,13.7426,2.8846,0.5727,0.2959,0.5325,0.0296,0.0,0.5621,0.4882,2.0118,0.1627,185.4,79.0,37.0,0.0227,0.0454,3.2665,5.6257,3.1531,4.2647,6.7826,4.2873,0.6288,0.0,0.2042,0.1134,0.0227,1.2703,1.0435,0.0,0.1815,0.0,1.0
1360,180.3,72.0,29.0,0.0164,0.0164,1.6899,3.0681,4.3314,2.379,3.8064,7.4979,0.625,0.082,0.1313,0.0492,0.0492,0.0984,0.7055,0.3117,0.7711,182.9,73.0,35.0,0.1196,0.0399,5.0831,9.5681,3.3887,5.8007,10.3455,4.186,0.5607,0.0598,0.1196,0.0598,0.0,0.598,0.3787,0.6179,0.0797,1.0,0.0
1361,182.9,73.0,35.0,0.1196,0.0399,5.0831,9.5681,3.3887,5.8007,10.3455,4.186,0.5607,0.0598,0.1196,0.0598,0.0,0.598,0.3787,0.6179,0.0797,180.3,72.0,29.0,0.0164,0.0164,1.6899,3.0681,4.3314,2.379,3.8064,7.4979,0.625,0.082,0.1313,0.0492,0.0492,0.0984,0.7055,0.3117,0.7711,0.0,1.0
1362,188.0,74.0,25.0,0.0344,0.0,1.8057,4.0929,1.8401,3.405,5.8126,4.54,0.5858,0.086,0.2923,0.172,0.0344,0.2236,0.2923,0.4987,0.4299,180.3,75.0,25.0,0.0704,0.0,2.993,6.338,2.1831,4.6831,8.2746,3.1338,0.566,0.1408,0.1761,0.2465,0.1056,0.2817,0.3521,0.8099,0.2817,1.0,0.0
1363,180.3,75.0,25.0,0.0704,0.0,2.993,6.338,2.1831,4.6831,8.2746,3.1338,0.566,0.1408,0.1761,0.2465,0.1056,0.2817,0.3521,0.8099,0.2817,188.0,74.0,25.0,0.0344,0.0,1.8057,4.0929,1.8401,3.405,5.8126,4.54,0.5858,0.086,0.2923,0.172,0.0344,0.2236,0.2923,0.4987,0.4299,0.0,1.0
1364,185.4,76.0,28.0,0.0,0.0507,3.3286,7.6542,3.5483,4.7649,9.2763,5.3224,0.5137,0.0338,0.2197,0.1183,0.0507,0.6759,0.7603,0.169,0.2534,190.5,75.0,29.0,0.076,0.0,2.2616,4.7323,3.1549,3.7631,6.2718,8.3624,0.6,0.019,0.152,0.133,0.057,0.8552,1.0833,0.1901,0.3801,1.0,0.0
1365,190.5,75.0,29.0,0.076,0.0,2.2616,4.7323,3.1549,3.7631,6.2718,8.3624,0.6,0.019,0.152,0.133,0.057,0.8552,1.0833,0.1901,0.3801,185.4,76.0,28.0,0.0,0.0507,3.3286,7.6542,3.5483,4.7649,9.2763,5.3224,0.5137,0.0338,0.2197,0.1183,0.0507,0.6759,0.7603,0.169,0.2534,0.0,1.0
1366,182.9,74.0,40.0,0.161,0.0,2.576,4.8837,7.8354,2.7907,5.2594,9.2844,0.5306,0.0,0.0,0.161,0.0,0.805,0.8587,0.805,4.9911,175.3,71.0,25.0,0.0386,0.0,4.2572,9.5949,2.7524,5.8392,11.3312,3.6013,0.5153,0.0386,0.0772,0.1286,0.0,0.3859,0.5788,0.2701,0.0643,1.0,0.0
